5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,-2.9413,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,-2.5789,0.68747,0.053389,-2.5808,0.14543,0.79505,0.09311,-0.59069,0.10197
5,-2.2165,0.76782,0.048161,-2.2551,0.20449,0.90016,0.066886,-0.41671,0.10804
5,-1.8541,0.8235,0.052297,-1.9067,0.25645,0.95277,0.065178,-0.27178,0.1192
5,-1.4917,0.86642,0.054516,-1.6166,0.32983,0.97617,0.051519,-0.15798,0.13994
5,-1.1292,0.89667,0.052323,-1.3232,0.38628,0.98591,0.043158,-0.047318,0.15494
5,-0.7668,0.90336,0.045883,-1.0803,0.4532,0.9837,0.033294,0.039264,0.17273
5,-0.4044,0.90447,0.059825,-0.87237,0.58395,0.96835,0.058621,0.10137,0.22102
5,-0.042,0.90679,0.072502,-0.61462,0.63143,0.95096,0.12692,0.17644,0.22082
5,0.3205,0.90528,0.090753,-0.38816,0.74664,0.92219,0.14999,0.2365,0.26758
5,0.6829,0.9139,0.075929,-0.19754,0.80335,0.90821,0.149,0.29405,0.25871
5,1.0453,0.91307,0.090759,-0.058475,0.89847,0.88268,0.19226,0.32673,0.27881
5,1.4077,0.91508,0.090502,0.11536,0.93668,0.86107,0.19867,0.37357,0.28307
5,1.7701,0.917,0.06629,0.16111,0.99949,0.85917,0.16545,0.38868,0.28971
5,2.1326,0.91589,0.066271,0.25379,1.0652,0.84189,0.18177,0.40994,0.30125
5,2.495,0.91324,0.068351,0.30224,1.0994,0.83236,0.19078,0.42092,0.30701
5,2.8574,0.91561,0.036098,0.385,1.1578,0.82342,0.1733,0.44404,0.30887
5,3.2198,0.91512,0.034929,0.44795,1.1717,0.81341,0.18577,0.45983,0.30504
5,3.5822,0.91563,0.035515,0.35351,1.1548,0.82802,0.17816,0.43579,0.30551
5,3.9447,0.90976,0.046797,0.48144,1.2516,0.79832,0.21548,0.46232,0.32134
5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,-2.9413,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,-2.5789,0.66908,0.062581,-2.6339,0.14623,0.79505,0.09311,-0.59069,0.10197
5,-2.2165,0.74499,0.049243,-2.303,0.20306,0.90016,0.066886,-0.41671,0.10804
5,-1.8541,0.79298,0.050326,-1.9732,0.24865,0.95277,0.065178,-0.27178,0.1192
5,-1.4917,0.83488,0.053263,-1.681,0.32803,0.97617,0.051519,-0.15798,0.13994
5,-1.1292,0.87273,0.056726,-1.3772,0.38867,0.98591,0.043158,-0.047318,0.15494
5,-0.7668,0.8953,0.05612,-1.1251,0.46256,0.9837,0.033294,0.039264,0.17273
5,-0.4044,0.90178,0.070664,-0.91403,0.59381,0.96835,0.058621,0.10137,0.22102
5,-0.042,0.90992,0.078702,-0.65648,0.64022,0.95096,0.12692,0.17644,0.22082
5,0.3205,0.90852,0.094985,-0.4239,0.75936,0.92219,0.14999,0.2365,0.26758
5,0.6829,0.91417,0.080191,-0.2296,0.81865,0.90821,0.149,0.29405,0.25871
5,1.0453,0.90991,0.093107,-0.091043,0.91171,0.88268,0.19226,0.32673,0.27881
5,1.4077,0.91074,0.09202,0.084282,0.94927,0.86107,0.19867,0.37357,0.28307
5,1.7701,0.91323,0.06849,0.13011,1.0106,0.85917,0.16545,0.38868,0.28971
5,2.1326,0.90954,0.07054,0.22317,1.0772,0.84189,0.18177,0.40994,0.30125
5,2.495,0.9077,0.072024,0.27274,1.1108,0.83236,0.19078,0.42092,0.30701
5,2.8574,0.90834,0.046744,0.3559,1.171,0.82342,0.1733,0.44404,0.30887
5,3.2198,0.9077,0.045769,0.41996,1.1857,0.81341,0.18577,0.45983,0.30504
5,3.5822,0.90866,0.045935,0.3243,1.1695,0.82802,0.17816,0.43579,0.30551
5,3.9447,0.90195,0.057341,0.4545,1.2685,0.79832,0.21548,0.46232,0.32134
5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,-2.9413,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,-2.5789,0.65231,0.059266,-2.6629,0.1503,0.79505,0.09311,-0.59069,0.10197
5,-2.2165,0.75133,0.057999,-2.327,0.2103,0.90016,0.066886,-0.41671,0.10804
5,-1.8541,0.80259,0.053762,-1.9804,0.25899,0.95277,0.065178,-0.27178,0.1192
5,-1.4917,0.83072,0.050208,-1.6783,0.34253,0.97617,0.051519,-0.15798,0.13994
5,-1.1292,0.84866,0.045258,-1.3415,0.418,0.98591,0.043158,-0.047318,0.15494
5,-0.7668,0.8683,0.045415,-1.0727,0.49347,0.9837,0.033294,0.039264,0.17273
5,-0.4044,0.87965,0.062971,-0.86143,0.62145,0.96835,0.058621,0.10137,0.22102
5,-0.042,0.88533,0.074642,-0.60871,0.65498,0.95096,0.12692,0.17644,0.22082
5,0.3205,0.88822,0.093101,-0.38137,0.76791,0.92219,0.14999,0.2365,0.26758
5,0.6829,0.90018,0.080546,-0.18553,0.82415,0.90821,0.149,0.29405,0.25871
5,1.0453,0.89925,0.09445,-0.044296,0.92153,0.88268,0.19226,0.32673,0.27881
5,1.4077,0.90328,0.094585,0.13431,0.95853,0.86107,0.19867,0.37357,0.28307
5,1.7701,0.90725,0.070944,0.1817,1.0212,0.85917,0.16545,0.38868,0.28971
5,2.1326,0.9066,0.070941,0.27409,1.0861,0.84189,0.18177,0.40994,0.30125
5,2.495,0.9044,0.072506,0.32149,1.1164,0.83236,0.19078,0.42092,0.30701
5,2.8574,0.90699,0.04268,0.40623,1.1752,0.82342,0.1733,0.44404,0.30887
5,3.2198,0.90688,0.041497,0.47074,1.1879,0.81341,0.18577,0.45983,0.30504
5,3.5822,0.90654,0.043037,0.37371,1.1747,0.82802,0.17816,0.43579,0.30551
5,3.9447,0.90082,0.053126,0.50365,1.27,0.79832,0.21548,0.46232,0.32134
5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,-2.9413,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,-2.5789,0.63483,0.04406,-2.6353,0.15464,0.79505,0.09311,-0.59069,0.10197
5,-2.2165,0.70432,0.040286,-2.2817,0.21672,0.90016,0.066886,-0.41671,0.10804
5,-1.8541,0.74745,0.041184,-1.9353,0.26346,0.95277,0.065178,-0.27178,0.1192
5,-1.4917,0.76988,0.039273,-1.6187,0.34919,0.97617,0.051519,-0.15798,0.13994
5,-1.1292,0.79617,0.039872,-1.305,0.40861,0.98591,0.043158,-0.047318,0.15494
5,-0.7668,0.8128,0.040973,-1.0459,0.4821,0.9837,0.033294,0.039264,0.17273
