bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.1475,  NaN, 2, -0.7656, 0.6434 
-222.0000,  NaN, -3.5728, 1, -0.8539, 0.5205 
-3.4226, 1.1475, -3.5411, 2, -0.7656, 0.6434 
-3.0101, 1.1475, -3.5411, 2, -0.7656, 0.6434 
-2.5977, 1.1475, -3.5411, 2, -0.7656, 0.6434 
-2.1852, 1.1475, -3.5411, 2, -0.7656, 0.6434 
-1.7728, 1.1475, -3.5411, 2, -0.7656, 0.6434 
-1.3604, 1.1475, -3.5411, 2, -0.7656, 0.6434 
-0.9479, 1.1475, -3.5411, 2, -0.7656, 0.6434 
-0.5355, 1.1475, -3.5411, 2, -0.7656, 0.6434 
-0.1230, 1.1475, -3.5411, 2, -0.7656, 0.6434 
0.2894, 1.1475, -3.5411, 2, -0.7656, 0.6434 
0.7018, 1.1475, -3.5411, 2, -0.7656, 0.6434 
1.1143, 1.1475, -3.5411, 2, -0.7656, 0.6434 
1.5267, 1.1475, -3.5411, 2, -0.7656, 0.6434 
1.9391, 1.1475, -3.5411, 2, -0.7655, 0.6434 
2.3516, 1.1475, -3.5411, 1, -0.7656, 0.6434 
2.7640, 1.1475, -3.5411, 2, -0.7656, 0.6434 
3.1765, 1.1475, -3.5411, 2, -0.7656, 0.6433 
3.5889, 1.1475, -3.5411, 2, -0.7656, 0.6434 
4.0013, 1.1475, -3.5411, 2, -0.7656, 0.6434 
4.4138, 1.1475, -3.5411, 2, -0.7656, 0.6434 
