bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.6700,  NaN, 1, -0.7814, 0.6241 
-222.0000,  NaN, -2.8505, 1, 0.4589, 0.8885 
 NaN,  NaN,  NaN, NaN,  NaN,  NaN 
-2.5020, 1.2134, -2.5020, 2, -0.0707, 0.9975 
-2.1497, 1.3379, -2.1497, 1, -0.2639, 0.9645 
-1.7975, 1.4291, -1.7975, 2, -0.3761, 0.9266 
-1.4452, 1.4964, -1.4452, 1, -0.4828, 0.8758 
-1.0930, 1.5402, -1.0930, 1, -0.5995, 0.8004 
-0.7407, 1.6245, -0.7407, 1, -0.7008, 0.7134 
-0.3885, 1.6699, -0.3911, 1, -0.7790, 0.6270 
-0.0362, 1.6700, -0.3794, 1, -0.7814, 0.6241 
0.3160, 1.6700, -0.3794, 1, -0.7814, 0.6241 
0.6683, 1.6700, -0.3794, 1, -0.7814, 0.6241 
1.0205, 1.6700, -0.3794, 2, -0.7814, 0.6241 
1.3728, 1.6700, -0.3794, 2, -0.7814, 0.6241 
1.7250, 1.6700, -0.3794, 1, -0.7814, 0.6241 
2.0773, 1.6700, -0.3794, 1, -0.7814, 0.6241 
2.4295, 1.6700, -0.3794, 2, -0.7814, 0.6241 
2.7818, 1.6700, -0.3794, 1, -0.7814, 0.6241 
3.1340, 1.6700, -0.3794, 2, -0.7813, 0.6241 
3.4863, 1.6700, -0.3795, 2, -0.7813, 0.6241 
3.8385, 1.6700, -0.3794, 2, -0.7814, 0.6241 
