bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.3284,  NaN, 1, -0.4985, 0.8669 
-222.0000,  NaN, -0.6425, 1, -0.5722, -0.8201 
-0.6133, 0.3683, -0.6133, 1, -0.7214, -0.6925 
-0.4959, 0.6579, -0.4959, 2, -0.9137, -0.4064 
-0.3785, 0.8031, -0.3785, 1, -0.9746, -0.2239 
-0.2611, 0.8855, -0.2611, 1, -0.9965, -0.0832 
-0.1436, 0.9527, -0.1436, 1, -0.9997, 0.0243 
-0.0262, 1.0085, -0.0262, 1, -0.9920, 0.1264 
0.0912, 1.0768, 0.0912, 2, -0.9715, 0.2371 
0.2086, 1.1287, 0.2086, 2, -0.9443, 0.3290 
0.3261, 1.1644, 0.3261, 1, -0.9152, 0.4030 
0.4435, 1.2066, 0.4435, 1, -0.8772, 0.4802 
0.5609, 1.2596, 0.5609, 1, -0.8128, 0.5826 
0.6783, 1.3067, 0.6783, 2, -0.7356, 0.6774 
0.7958, 1.3251, 0.7955, 2, -0.6469, 0.7626 
0.9132, 1.3251, 0.7984, 1, -0.6445, 0.7646 
1.0306, 1.3251, 0.7984, 2, -0.6445, 0.7646 
1.1481, 1.3284, 0.9792, 2, -0.4985, 0.8669 
1.2655, 1.3284, 0.9780, 1, -0.4997, 0.8662 
1.3829, 1.3284, 0.9792, 2, -0.4985, 0.8669 
1.5003, 1.3284, 0.9791, 2, -0.4986, 0.8668 
1.6178, 1.3284, 0.9792, 1, -0.4985, 0.8669 
