bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.0909,  NaN, 1, 0.9830, 0.1837 
-222.0000,  NaN, -2.7920, 1, 0.4841, -0.8750 
 NaN,  NaN,  NaN, NaN,  NaN,  NaN 
-2.5789, 0.7799, -2.5789, 1, 0.7532, -0.6578 
-2.2165, 0.9136, -2.2165, 2, 0.8901, -0.4557 
-1.8541, 0.9781, -1.8541, 0, 0.9492, -0.3147 
-1.4917, 1.0023, -1.4917, 1, 0.9833, -0.1821 
-1.1292, 1.0502, -1.1292, 1, 0.9984, -0.0570 
-0.7668, 1.0840, -0.7669, 2, 0.9962, 0.0869 
-0.4044, 1.0909, -0.5158, 2, 0.9830, 0.1837 
-0.0420, 1.0909, -0.5158, 2, 0.9830, 0.1837 
0.3205, 1.0909, -0.5158, 1, 0.9830, 0.1837 
0.6829, 1.0909, -0.5158, 2, 0.9830, 0.1837 
1.0453, 1.0909, -0.5158, 1, 0.9830, 0.1837 
1.4077, 1.0909, -0.5158, 2, 0.9830, 0.1837 
1.7701, 1.0909, -0.5158, 1, 0.9830, 0.1837 
2.1326, 1.0909, -0.5158, 1, 0.9830, 0.1837 
2.4950, 1.0909, -0.5158, 2, 0.9830, 0.1837 
2.8574, 1.0909, -0.5158, 2, 0.9830, 0.1837 
3.2198, 1.0909, -0.5158, 1, 0.9830, 0.1837 
3.5822, 1.0909, -0.5158, 2, 0.9830, 0.1837 
3.9447, 1.0909, -0.5158, 1, 0.9830, 0.1837 
