bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.8802,  NaN, 1, 0.9507, 0.3102 
-222.0000,  NaN, -0.0434, 2, -0.7171, -0.6970 
0.0272, -0.2483, 0.0272, 2, -0.1979, -0.9802 
0.0779, -0.0555, 0.0779, 1, -0.0223, -0.9998 
0.1286, 0.0999, 0.1286, 1, 0.1276, -0.9918 
0.1794, 0.2552, 0.1794, 1, 0.2675, -0.9635 
0.2301, 0.4226, 0.2301, 1, 0.3788, -0.9255 
0.2808, 0.5711, 0.2808, 1, 0.4804, -0.8770 
0.3315, 0.7026, 0.3315, 2, 0.5639, -0.8258 
0.3823, 0.8422, 0.3823, 1, 0.6410, -0.7675 
0.4330, 0.9943, 0.4330, 1, 0.7168, -0.6973 
0.4837, 1.1676, 0.4837, 1, 0.8205, -0.5717 
0.5345, 1.3179, 0.5345, 2, 0.8903, -0.4555 
0.5852, 1.4646, 0.5852, 1, 0.9291, -0.3699 
0.6359, 1.6000, 0.6359, 2, 0.9641, -0.2656 
0.6866, 1.7029, 0.6866, 1, 0.9890, -0.1477 
0.7374, 1.8323, 0.7374, 1, 0.9978, 0.0660 
0.7881, 1.8658, 0.7881, 1, 0.9864, 0.1644 
0.8388, 1.8799, 0.8388, 1, 0.9574, 0.2889 
0.8895, 1.8802, 0.8453, 1, 0.9507, 0.3102 
0.9403, 1.8802, 0.8453, 1, 0.9507, 0.3101 
0.9910, 1.8802, 0.8453, 1, 0.9507, 0.3102 
