bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.5404,  NaN, 1, -0.8166, 0.5772 
-222.0000,  NaN, -2.8245, 1, 0.4469, 0.8946 
 NaN,  NaN,  NaN, NaN,  NaN,  NaN 
-2.5020, 1.0200, -2.5020, 1, -0.0146, 0.9999 
-2.1497, 1.2793, -2.1497, 2, -0.2701, 0.9628 
-1.7975, 1.3463, -1.7975, 1, -0.3995, 0.9167 
-1.4452, 1.3952, -1.4452, 1, -0.5282, 0.8491 
-1.0930, 1.4434, -1.0930, 2, -0.6322, 0.7748 
-0.7407, 1.4792, -0.7407, 1, -0.7011, 0.7131 
-0.3885, 1.5245, -0.3885, 1, -0.7658, 0.6431 
-0.0362, 1.5404, -0.0960, 1, -0.8166, 0.5772 
0.3160, 1.5404, -0.0959, 2, -0.8166, 0.5772 
0.6683, 1.5404, -0.0959, 1, -0.8166, 0.5772 
1.0205, 1.5404, -0.0959, 2, -0.8166, 0.5772 
1.3728, 1.5404, -0.0959, 2, -0.8166, 0.5772 
1.7250, 1.5404, -0.0959, 1, -0.8166, 0.5772 
2.0773, 1.5404, -0.0959, 1, -0.8166, 0.5772 
2.4295, 1.5404, -0.0959, 2, -0.8166, 0.5772 
2.7818, 1.5404, -0.0959, 2, -0.8166, 0.5772 
3.1340, 1.5404, -0.0959, 1, -0.8166, 0.5772 
3.4863, 1.5404, -0.0959, 1, -0.8166, 0.5772 
3.8385, 1.5404, -0.0959, 1, -0.8166, 0.5772 
