bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 4.7764,  NaN, 1, -0.7343, -0.6788 
-222.0000,  NaN, -3.2503, 1, 0.9778, -0.2094 
-3.1899, -1.5049, -3.1899, 2, 0.9198, -0.3924 
-2.8012, -0.2630, -2.8012, 1, 0.7616, -0.6481 
-2.4125, 0.5622, -2.4125, 1, 0.6336, -0.7736 
-2.0238, 1.2264, -2.0238, 1, 0.5113, -0.8594 
-1.6351, 1.7976, -1.6351, 1, 0.3948, -0.9188 
-1.2464, 2.3004, -1.2464, 1, 0.2796, -0.9601 
-0.8577, 2.7479, -0.8577, 1, 0.1733, -0.9849 
-0.4690, 3.1474, -0.4690, 1, 0.0629, -0.9980 
-0.0803, 3.4992, -0.0803, 1, -0.0564, -0.9984 
0.3083, 3.8009, 0.3083, 1, -0.1811, -0.9835 
0.6970, 4.0578, 0.6970, 1, -0.2928, -0.9562 
1.0857, 4.2844, 1.0856, 1, -0.3732, -0.9277 
1.4744, 4.4817, 1.4744, 2, -0.4624, -0.8867 
1.8631, -1.7411, 1.8631, 2, -0.1771, 0.9842 
2.2518, 4.7404, 2.2518, 1, -0.6468, -0.7627 
2.6405, 4.7764, 2.5979, 2, -0.7342, -0.6789 
3.0292, 4.7764, 2.5981, 1, -0.7343, -0.6789 
3.4179, 0.4555, 3.4179, 2, -0.6379, 0.7701 
3.8066, 4.7764, 2.5982, 2, -0.7343, -0.6788 
4.1953, 4.7764, 2.5982, 2, -0.7343, -0.6788 
