bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 4.7264,  NaN, 1, -0.7602, -0.6497 
-222.0000,  NaN, -3.1233, 1, 0.9725, -0.2329 
 NaN,  NaN,  NaN, NaN,  NaN,  NaN 
-2.8012, -0.3788, -2.8012, 1, 0.7849, -0.6197 
-2.4125, 0.4897, -2.4125, 1, 0.6218, -0.7832 
-2.0238, 1.1520, -2.0238, 1, 0.4787, -0.8780 
-1.6351, 1.7134, -1.6351, 1, 0.3825, -0.9240 
-1.2464, 2.2285, -1.2464, 1, 0.2899, -0.9571 
-0.8577, 2.6874, -0.8577, 1, 0.1886, -0.9821 
-0.4690, 3.0960, -0.4690, 1, 0.0738, -0.9973 
-0.0803, 3.4627, -0.0803, 1, -0.0456, -0.9990 
0.3083, 3.7780, 0.3083, 1, -0.1896, -0.9819 
0.6970, 4.0302, 0.6970, 1, -0.3177, -0.9482 
1.0857, 4.2456, 1.0857, 1, -0.4078, -0.9131 
1.4744, 4.4336, 1.4744, 1, -0.4885, -0.8725 
1.8631, 4.5890, 1.8631, 1, -0.5831, -0.8124 
2.2518, 4.6882, 2.2518, 1, -0.6750, -0.7378 
2.6405, 4.7264, 2.6008, 1, -0.7602, -0.6497 
3.0292, 4.7264, 2.6010, 1, -0.7602, -0.6497 
3.4179, 4.7264, 2.6010, 1, -0.7602, -0.6497 
3.8066, 4.7264, 2.6010, 1, -0.7602, -0.6497 
4.1953, 4.7264, 2.6010, 1, -0.7602, -0.6497 
