bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 4.7634,  NaN, 1, -0.7445, -0.6676 
-222.0000,  NaN, -3.0458, 1, 0.9783, -0.2074 
 NaN,  NaN,  NaN, NaN,  NaN,  NaN 
-2.8012, -0.4675, -2.8012, 2, 0.8331, -0.5532 
-2.4125, 0.4832, -2.4125, 1, 0.6742, -0.7385 
-2.0238, 1.1769, -2.0238, 1, 0.5378, -0.8431 
-1.6351, 1.7566, -1.6351, 1, 0.4282, -0.9037 
-1.2464, 2.2794, -1.2464, 1, 0.3253, -0.9456 
-0.8577, 2.7453, -0.8577, 1, 0.2102, -0.9777 
-0.4690, 3.1600, -0.4690, 1, 0.0837, -0.9965 
-0.0803, 3.5189, -0.0803, 1, -0.0382, -0.9993 
0.3083, 3.8306, 0.3083, 1, -0.1556, -0.9878 
0.6970, 4.0983, 0.6970, 1, -0.2620, -0.9651 
1.0857, 4.3324, 1.0856, 2, -0.3710, -0.9286 
1.4744, 4.5247, 1.4744, 1, -0.4822, -0.8760 
1.8631, 4.6649, 1.8631, 1, -0.5932, -0.8050 
2.2518, 4.7467, 2.2518, 1, -0.6856, -0.7280 
2.6405, 4.7634, 2.4960, 1, -0.7445, -0.6676 
3.0292, 4.7634, 2.4960, 1, -0.7445, -0.6676 
3.4179, 4.7634, 2.4960, 2, -0.7445, -0.6676 
3.8066, 4.7634, 2.4960, 2, -0.7445, -0.6677 
4.1953, 4.7634, 2.4960, 2, -0.7445, -0.6676 
