bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.6805,  NaN, 1, -0.8908, 0.4544 
-222.0000,  NaN, -2.7682, 1, 0.2421, 0.9703 
 NaN,  NaN,  NaN, NaN,  NaN,  NaN 
-2.5020, 1.1100, -2.5020, 1, -0.0073, 1.0000 
-2.1497, 1.1847, -2.1497, 1, -0.1888, 0.9820 
-1.7975, 1.2709, -1.7975, 2, -0.3514, 0.9362 
-1.4452, 1.3213, -1.4452, 1, -0.4638, 0.8860 
-1.0930, 1.4245, -1.0930, 1, -0.5737, 0.8191 
-0.7407, 1.5426, -0.7407, 1, -0.6730, 0.7396 
-0.3885, 1.6135, -0.3885, 1, -0.7643, 0.6449 
-0.0362, 1.6545, -0.0362, 2, -0.8386, 0.5447 
0.3160, 1.6805, 0.3148, 1, -0.8904, 0.4552 
0.6683, 1.6805, 0.3176, 1, -0.8908, 0.4544 
1.0205, 1.6805, 0.3176, 2, -0.8908, 0.4544 
1.3728, 1.6805, 0.3176, 1, -0.8908, 0.4544 
1.7250, 1.6805, 0.3176, 1, -0.8908, 0.4544 
2.0773, 1.6805, 0.3176, 1, -0.8908, 0.4544 
2.4295, 1.6805, 0.3176, 1, -0.8908, 0.4544 
2.7818, 1.6805, 0.3176, 1, -0.8908, 0.4544 
3.1340, 1.6805, 0.3176, 2, -0.8908, 0.4544 
3.4863, 1.6805, 0.3176, 1, -0.8908, 0.4544 
3.8385, 1.6805, 0.3176, 2, -0.8908, 0.4544 
