bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 4.9250,  NaN, 1, -0.7513, -0.6599 
-222.0000,  NaN, -3.1259, 1, 0.9767, -0.2144 
 NaN,  NaN,  NaN, NaN,  NaN,  NaN 
-2.8012, -0.5358, -2.8012, 2, 0.7971, -0.6038 
-2.4125, 0.3752, -2.4125, 1, 0.6586, -0.7525 
-2.0238, 1.0733, -2.0238, 1, 0.5268, -0.8500 
-1.6351, 1.6671, -1.6351, 1, 0.3968, -0.9179 
-1.2464, 2.1797, -1.2464, 1, 0.2842, -0.9588 
-0.8577, 2.6452, -0.8577, 1, 0.1946, -0.9809 
-0.4690, 3.0592, -0.4690, 1, 0.0742, -0.9972 
-0.0803, 3.4166, -0.0803, 1, -0.0411, -0.9992 
0.3083, 3.7388, 0.3083, 1, -0.1350, -0.9908 
0.6970, 4.0272, 0.6970, 1, -0.2317, -0.9728 
1.0857, 4.2824, 1.0857, 1, -0.3212, -0.9470 
1.4744, 4.5001, 1.4744, 1, -0.4132, -0.9106 
1.8631, 4.6789, 1.8631, 1, -0.5110, -0.8596 
2.2518, -1.1942, 2.2518, 2, -0.2644, 0.9644 
2.6405, 4.8971, 2.6383, 1, -0.6837, -0.7298 
3.0292, 4.9250, 2.9394, 1, -0.7513, -0.6599 
3.4179, 4.9250, 2.9394, 1, -0.7513, -0.6599 
3.8066, 4.9250, 2.9394, 1, -0.7513, -0.6600 
4.1953, 4.9250, 2.9393, 1, -0.7513, -0.6600 
