bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 4.5763,  NaN, 1, -0.7530, -0.6580 
-222.0000,  NaN, -3.3853, 1, 0.9697, -0.2442 
-3.1899, -0.5842, -3.1899, 1, 0.8222, -0.5692 
-2.8012, 0.3488, -2.8012, 1, 0.6326, -0.7745 
-2.4125, 1.0115, -2.4125, 1, 0.4757, -0.8796 
-2.0238, 1.5600, -2.0238, 1, 0.3451, -0.9386 
-1.6351, 2.0309, -1.6351, 1, 0.2320, -0.9727 
-1.2464, 2.4513, -1.2464, 1, 0.1235, -0.9923 
-0.8577, 2.8314, -0.8577, 1, 0.0321, -0.9995 
-0.4690, 3.1713, -0.4690, 1, -0.0758, -0.9971 
-0.0803, 3.4688, -0.0803, 1, -0.1792, -0.9838 
0.3083, 3.7417, 0.3083, 1, -0.2776, -0.9607 
0.6970, 3.9796, 0.6970, 1, -0.3729, -0.9279 
1.0857, 4.1799, 1.0857, 1, -0.4486, -0.8937 
1.4744, 4.3407, 1.4744, 1, -0.5286, -0.8489 
1.8631, 4.4663, 1.8631, 1, -0.6068, -0.7949 
2.2518, 4.5505, 2.2518, 1, -0.6817, -0.7316 
2.6405, 4.5763, 2.6330, 1, -0.7526, -0.6585 
3.0292, 4.5763, 2.6352, 1, -0.7530, -0.6580 
3.4179, 4.5763, 2.6352, 1, -0.7530, -0.6580 
3.8066, 4.5763, 2.6352, 1, -0.7530, -0.6580 
4.1953, 4.5763, 2.6352, 1, -0.7530, -0.6580 
