bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.9384,  NaN, 1, 0.9680, 0.2509 
-222.0000,  NaN, 0.0162, 2, -0.4435, -0.8963 
0.0272, -0.4184, 0.0272, 2, -0.3440, -0.9390 
0.0779, -0.0639, 0.0779, 1, -0.0993, -0.9951 
0.1286, 0.2249, 0.1286, 2, 0.0799, -0.9968 
0.1794, 0.4327, 0.1794, 2, 0.2294, -0.9733 
0.2301, 0.5902, 0.2301, 1, 0.3434, -0.9392 
0.2808, 0.8088, 0.2808, 2, 0.4825, -0.8759 
0.3315, 0.9617, 0.3315, 1, 0.5798, -0.8148 
0.3823, 1.1161, 0.3823, 1, 0.6793, -0.7338 
0.4330, 1.3004, 0.4330, 2, 0.7876, -0.6162 
0.4837, 1.4193, 0.4837, 1, 0.8615, -0.5078 
0.5345, 1.6361, 0.5345, 1, 0.9447, -0.3278 
0.5852, 1.7165, 0.5852, 1, 0.9760, -0.2176 
0.6359, 1.7979, 0.6359, 1, 0.9936, -0.1133 
0.6866, 1.9159, 0.6866, 2, 0.9953, 0.0969 
0.7374, 1.9357, 0.7374, 2, 0.9786, 0.2057 
0.7881, 1.9384, 0.7624, 2, 0.9680, 0.2509 
0.8388, 1.9384, 0.7624, 1, 0.9680, 0.2509 
0.8895, 1.9384, 0.7624, 1, 0.9680, 0.2509 
0.9403, 1.9384, 0.7624, 1, 0.9680, 0.2509 
0.9910, 1.9384, 0.7624, 2, 0.9680, 0.2509 
