bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.1467,  NaN, 1, -0.7540, 0.6568 
-222.0000,  NaN, -3.3625, 1, -0.8429, 0.5381 
 NaN,  NaN,  NaN, NaN,  NaN,  NaN 
-3.0101, 1.1467, -3.3132, 2, -0.7541, 0.6568 
-2.5977, 1.1467, -3.3132, 1, -0.7541, 0.6568 
-2.1852, 1.1467, -3.3132, 2, -0.7541, 0.6568 
-1.7728, 1.1467, -3.3132, 2, -0.7540, 0.6568 
-1.3604, 1.1467, -3.3132, 2, -0.7541, 0.6568 
-0.9479, 1.1467, -3.3132, 2, -0.7541, 0.6568 
-0.5355, 1.1467, -3.3132, 2, -0.7540, 0.6568 
-0.1230, 1.1467, -3.3132, 2, -0.7541, 0.6568 
0.2894, 1.1467, -3.3132, 2, -0.7541, 0.6568 
0.7018, 1.1467, -3.3132, 2, -0.7540, 0.6568 
1.1143, 1.1467, -3.3132, 2, -0.7541, 0.6568 
1.5267, 1.1467, -3.3132, 2, -0.7540, 0.6568 
1.9391, 1.1467, -3.3132, 1, -0.7541, 0.6568 
2.3516, 1.1467, -3.3132, 2, -0.7541, 0.6568 
2.7640, 1.1467, -3.3132, 2, -0.7540, 0.6568 
3.1765, 1.1467, -3.3132, 2, -0.7540, 0.6568 
3.5889, 1.1467, -3.3132, 1, -0.7540, 0.6568 
4.0013, 1.1467, -3.3132, 2, -0.7540, 0.6568 
4.4138, 1.1467, -3.3132, 2, -0.7540, 0.6568 
