bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 3.6509,  NaN, 1, 0.7228, -0.6911 
-222.0000,  NaN, -0.8835, 1, 0.9134, -0.4071 
-0.8396, 3.6257, -0.8396, 0, 0.7849, -0.6196 
-0.6980, 3.6509, -0.7909, 1, 0.7228, -0.6911 
-0.5564, 3.6509, -0.7910, 1, 0.7228, -0.6911 
-0.4148, 3.6509, -0.7910, 1, 0.7228, -0.6911 
-0.2732, 3.6509, -0.7909, 1, 0.7228, -0.6911 
-0.1316, 3.6509, -0.7909, 2, 0.7228, -0.6911 
0.0100, 3.6509, -0.7909, 2, 0.7228, -0.6911 
0.1516, 3.6509, -0.7909, 2, 0.7228, -0.6911 
0.2932, 3.6509, -0.7909, 1, 0.7228, -0.6911 
0.4348, 3.6509, -0.7909, 2, 0.7228, -0.6911 
0.5764, 3.6509, -0.7909, 1, 0.7228, -0.6911 
0.7180, 3.6509, -0.7910, 1, 0.7228, -0.6911 
0.8596, 3.6509, -0.7910, 2, 0.7228, -0.6911 
1.0012, 3.6509, -0.7909, 2, 0.7228, -0.6911 
1.1428, 3.6509, -0.7909, 2, 0.7228, -0.6911 
1.2844, 3.6509, -0.7909, 2, 0.7228, -0.6911 
1.4260, 3.6509, -0.7909, 1, 0.7228, -0.6911 
1.5676, 3.6509, -0.7909, 2, 0.7228, -0.6911 
1.7092, 3.6509, -0.7909, 2, 0.7227, -0.6911 
1.8508, 3.6509, -0.7910, 1, 0.7228, -0.6911 
