bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 3.6952,  NaN, 1, 0.7606, -0.6492 
-222.0000,  NaN, -0.8433, 1, 0.9397, -0.3420 
-0.8396, 3.4546, -0.8396, 2, 0.9293, -0.3694 
-0.6980, 3.6952, -0.7939, 2, 0.7606, -0.6492 
-0.5564, 3.6952, -0.7939, 2, 0.7606, -0.6492 
-0.4148, 3.6952, -0.7939, 2, 0.7606, -0.6492 
-0.2732, 3.6952, -0.7939, 2, 0.7606, -0.6492 
-0.1316, 3.6952, -0.7939, 2, 0.7606, -0.6492 
0.0100, 3.6952, -0.7939, 2, 0.7606, -0.6492 
0.1516, 3.6952, -0.7939, 2, 0.7606, -0.6492 
0.2932, 3.6952, -0.7939, 2, 0.7606, -0.6492 
0.4348, 3.6952, -0.7939, 2, 0.7606, -0.6492 
0.5764, 3.6952, -0.7939, 2, 0.7606, -0.6492 
0.7180, 3.6952, -0.7939, 2, 0.7606, -0.6492 
0.8596, 3.6952, -0.7939, 2, 0.7606, -0.6492 
1.0012, 3.6952, -0.7939, 2, 0.7606, -0.6492 
1.1428, 3.6952, -0.7939, 2, 0.7606, -0.6492 
1.2844, 3.6952, -0.7939, 2, 0.7606, -0.6492 
1.4260, 3.6952, -0.7939, 2, 0.7606, -0.6492 
1.5676, 3.6952, -0.7939, 2, 0.7606, -0.6492 
1.7092, 3.6952, -0.7939, 2, 0.7606, -0.6492 
1.8508, 3.6952, -0.7939, 2, 0.7606, -0.6492 
