bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.4203,  NaN, 1, -0.6690, 0.7433 
-222.0000,  NaN, -0.5626, 1, -0.5746, -0.8184 
 NaN,  NaN,  NaN, NaN,  NaN,  NaN 
-0.4959, 0.6242, -0.4959, 1, -0.8202, -0.5720 
-0.3785, 0.8069, -0.3785, 1, -0.9359, -0.3522 
-0.2611, 0.9141, -0.2611, 1, -0.9758, -0.2185 
-0.1436, 0.9915, -0.1436, 1, -0.9964, -0.0848 
-0.0262, 1.0653, -0.0262, 1, -0.9991, 0.0435 
0.0912, 1.1240, 0.0912, 1, -0.9862, 0.1654 
0.2086, 1.1923, 0.2086, 1, -0.9625, 0.2712 
0.3261, 1.2698, 0.3261, 2, -0.9272, 0.3745 
0.4435, 1.3219, 0.4435, 2, -0.8760, 0.4822 
0.5609, 1.3526, 0.5609, 1, -0.8307, 0.5568 
0.6783, 1.3902, 0.6783, 1, -0.7764, 0.6302 
0.7958, 1.4048, 0.7246, 2, -0.7470, 0.6648 
0.9132, 1.4203, 0.8395, 1, -0.6690, 0.7433 
1.0306, 1.4203, 0.8395, 2, -0.6690, 0.7433 
1.1481, 1.4203, 0.8395, 2, -0.6690, 0.7433 
1.2655, 1.4203, 0.8395, 1, -0.6690, 0.7433 
1.3829, 1.4203, 0.8395, 1, -0.6690, 0.7433 
1.5003, 1.4203, 0.8395, 2, -0.6690, 0.7433 
1.6178, 1.4203, 0.8395, 2, -0.6690, 0.7433 
