bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.9667,  NaN, 1, 0.9399, 0.3415 
-222.0000,  NaN, 0.0637, 1, -0.3256, -0.9455 
 NaN,  NaN,  NaN, NaN,  NaN,  NaN 
0.0779, -0.1608, 0.0779, 1, -0.1808, -0.9835 
0.1286, -0.0071, 0.1286, 1, -0.0467, -0.9989 
0.1794, 0.3063, 0.1794, 1, 0.1721, -0.9851 
0.2301, 0.5400, 0.2301, 1, 0.3148, -0.9492 
0.2808, 0.6771, 0.2808, 1, 0.3980, -0.9174 
0.3315, 0.8676, 0.3315, 2, 0.5248, -0.8512 
0.3823, 1.0517, 0.3823, 1, 0.6290, -0.7774 
0.4330, 1.2310, 0.4330, 1, 0.7387, -0.6740 
0.4837, 1.3520, 0.4837, 1, 0.8049, -0.5935 
0.5345, 1.4607, 0.5345, 2, 0.8563, -0.5165 
0.5852, 1.5541, 0.5852, 1, 0.9011, -0.4336 
0.6359, 1.6542, 0.6359, 1, 0.9429, -0.3330 
0.6866, -0.1234, 0.6866, 2, -0.7503, 0.6610 
0.7374, 1.7920, 0.7374, 1, 0.9880, -0.1546 
0.7881, 1.8529, 0.7881, 1, 0.9986, -0.0534 
0.8388, 1.9534, 0.8388, 2, 0.9823, 0.1871 
0.8895, 1.9657, 0.8895, 1, 0.9517, 0.3070 
0.9403, 1.9667, 0.9002, 2, 0.9399, 0.3415 
0.9910, 1.9667, 0.9002, 2, 0.9399, 0.3415 
