bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.8796,  NaN, 1, 0.9568, 0.2907 
-222.0000,  NaN, -0.0015, 2, -0.2573, -0.9663 
0.0272, 0.0118, 0.0272, 2, -0.0220, -0.9998 
0.0779, 0.1617, 0.0779, 1, 0.0967, -0.9953 
0.1286, 0.4061, 0.1286, 1, 0.2264, -0.9740 
0.1794, 0.6284, 0.1794, 2, 0.3568, -0.9342 
0.2301, 0.7710, 0.2301, 1, 0.4769, -0.8790 
0.2808, 0.9679, 0.2808, 2, 0.5894, -0.8078 
0.3315, 1.0956, 0.3315, 1, 0.6784, -0.7347 
0.3823, 1.2410, 0.3823, 2, 0.7693, -0.6389 
0.4330, 1.3507, 0.4330, 1, 0.8338, -0.5520 
0.4837, 1.4720, 0.4837, 1, 0.8922, -0.4516 
0.5345, 1.5601, 0.5345, 1, 0.9381, -0.3463 
0.5852, 1.6164, 0.5852, 1, 0.9603, -0.2789 
0.6359, 1.6695, 0.6359, 1, 0.9786, -0.2056 
0.6866, 1.7355, 0.6866, 2, 0.9934, -0.1146 
0.7374, 1.8472, 0.7374, 2, 0.9942, 0.1071 
0.7881, 1.8781, 0.7881, 1, 0.9671, 0.2543 
0.8388, 1.8796, 0.7995, 2, 0.9568, 0.2907 
0.8895, 1.8796, 0.7995, 2, 0.9568, 0.2907 
0.9403, 1.8796, 0.7995, 2, 0.9568, 0.2907 
0.9910, 1.8796, 0.7995, 1, 0.9568, 0.2907 
