bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 4.8662,  NaN, 1, -0.7491, -0.6625 
-222.0000,  NaN, -3.2083, 1, 0.9743, -0.2253 
-3.1899, -1.8669, -3.1899, 1, 0.9465, -0.3226 
-2.8012, -0.3013, -2.8012, 1, 0.7640, -0.6452 
-2.4125, 0.5775, -2.4125, 1, 0.6237, -0.7816 
-2.0238, 1.2297, -2.0238, 1, 0.4794, -0.8776 
-1.6351, 1.8000, -1.6351, 1, 0.3806, -0.9248 
-1.2464, 2.3087, -1.2464, 1, 0.2703, -0.9628 
-0.8577, 2.7618, -0.8577, 1, 0.1561, -0.9877 
-0.4690, 3.1669, -0.4690, 1, 0.0303, -0.9995 
-0.0803, 3.5223, -0.0803, 1, -0.0848, -0.9964 
0.3083, 3.8358, 0.3083, 1, -0.1676, -0.9859 
0.6970, 4.1183, 0.6970, 1, -0.2477, -0.9688 
1.0857, 4.3567, 1.0857, 1, -0.3587, -0.9335 
1.4744, 4.5509, 1.4744, 2, -0.4676, -0.8839 
1.8631, 4.6977, 1.8631, 1, -0.5549, -0.8319 
2.2518, 4.8061, 2.2518, 1, -0.6294, -0.7771 
2.6405, 4.8643, 2.6403, 1, -0.7258, -0.6879 
3.0292, 4.8662, 2.7283, 1, -0.7491, -0.6625 
3.4179, 4.8662, 2.7283, 2, -0.7491, -0.6625 
3.8066, 4.8662, 2.7283, 1, -0.7491, -0.6625 
4.1953, 4.8662, 2.7282, 2, -0.7491, -0.6625 
