bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.8838,  NaN, 1, 0.9463, 0.3233 
-222.0000,  NaN, -0.0172, 2, -0.4233, -0.9060 
0.0272, 0.3771, 0.0272, 1, 0.1994, -0.9799 
0.0779, 0.6417, 0.0779, 1, 0.3786, -0.9256 
0.1286, 0.7958, 0.1286, 2, 0.4734, -0.8809 
0.1794, 0.8995, 0.1794, 1, 0.5470, -0.8371 
0.2301, 1.0049, 0.2301, 2, 0.6160, -0.7878 
0.2808, 1.0950, 0.2808, 1, 0.6729, -0.7397 
0.3315, 1.1724, 0.3315, 1, 0.7220, -0.6919 
0.3823, 1.2475, 0.3823, 1, 0.7731, -0.6343 
0.4330, 1.3117, 0.4330, 1, 0.8238, -0.5668 
0.4837, 1.3879, 0.4837, 1, 0.8698, -0.4934 
0.5345, 1.5254, 0.5345, 1, 0.9271, -0.3747 
0.5852, 1.6480, 0.5852, 2, 0.9705, -0.2409 
0.6359, 1.7189, 0.6359, 1, 0.9880, -0.1544 
0.6866, 1.7751, 0.6866, 1, 0.9979, -0.0645 
0.7374, 1.8146, 0.7374, 1, 0.9998, 0.0195 
0.7881, 1.8508, 0.7881, 1, 0.9918, 0.1279 
0.8388, 1.8838, 0.8370, 2, 0.9471, 0.3209 
0.8895, 1.8838, 0.8377, 1, 0.9463, 0.3233 
0.9403, 1.8838, 0.8377, 2, 0.9463, 0.3233 
0.9910, 1.8838, 0.8377, 2, 0.9463, 0.3233 
