bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.7844,  NaN, 1, 0.9420, 0.3357 
-222.0000,  NaN, -0.0753, 2, -0.5665, -0.8241 
0.0272, -0.3539, 0.0272, 1, -0.2537, -0.9673 
0.0779, -0.1405, 0.0779, 1, 0.0004, -1.0000 
0.1286, 0.0307, 0.1286, 1, 0.1234, -0.9924 
0.1794, 0.1655, 0.1794, 1, 0.2263, -0.9741 
0.2301, 0.3108, 0.2301, 1, 0.3263, -0.9453 
0.2808, 0.5307, 0.2808, 1, 0.4625, -0.8866 
0.3315, 0.6586, 0.3315, 1, 0.5282, -0.8491 
0.3823, 0.8045, 0.3823, 1, 0.6133, -0.7899 
0.4330, 1.0747, 0.4330, 2, 0.7565, -0.6539 
0.4837, 1.2763, 0.4837, 1, 0.8581, -0.5135 
0.5345, 1.3854, 0.5345, 1, 0.9076, -0.4198 
0.5852, 1.4742, 0.5852, 1, 0.9430, -0.3328 
0.6359, 1.5575, 0.6359, 1, 0.9707, -0.2404 
0.6866, 1.6237, 0.6866, 2, 0.9897, -0.1429 
0.7374, 1.7092, 0.7374, 1, 1.0000, 0.0077 
0.7881, 1.7504, 0.7881, 1, 0.9932, 0.1162 
0.8388, 1.7792, 0.8388, 2, 0.9622, 0.2725 
0.8895, 1.7844, 0.8595, 2, 0.9420, 0.3356 
0.9403, 1.7844, 0.8595, 1, 0.9420, 0.3356 
0.9910, 1.7844, 0.8595, 2, 0.9420, 0.3356 
