bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.0928,  NaN, 1, 0.7975, 0.6033 
-222.0000,  NaN, -2.9191, 1, 0.5059, -0.8626 
 NaN,  NaN,  NaN, NaN,  NaN,  NaN 
-2.5789, 0.6436, -2.5789, 1, 0.8279, -0.5609 
-2.2165, 0.7423, -2.2165, 2, 0.9235, -0.3837 
-1.8541, 0.8077, -1.8541, 1, 0.9664, -0.2569 
-1.4917, 0.8740, -1.4917, 1, 0.9898, -0.1422 
-1.1292, 0.9484, -1.1292, 1, 0.9998, -0.0211 
-0.7668, 1.0206, -0.7668, 2, 0.9952, 0.0981 
-0.4044, 1.0600, -0.4044, 1, 0.9782, 0.2077 
-0.0420, 1.0799, -0.0422, 1, 0.9538, 0.3003 
0.3205, 1.0844, 0.1993, 2, 0.9238, 0.3830 
0.6829, 1.0844, 0.1993, 1, 0.9238, 0.3830 
1.0453, 1.0928, 1.0046, 2, 0.7980, 0.6026 
1.4077, 1.0844, 0.1993, 2, 0.9238, 0.3830 
1.7701, 1.0928, 1.0074, 2, 0.7975, 0.6033 
2.1326, 1.0928, 1.0068, 2, 0.7976, 0.6032 
2.4950, 1.0928, 1.0071, 2, 0.7976, 0.6032 
2.8574, 1.0844, 0.1993, 2, 0.9238, 0.3830 
3.2198, 1.0928, 1.0074, 2, 0.7975, 0.6033 
3.5822, 1.0844, 0.1993, 2, 0.9238, 0.3830 
3.9447, 1.0928, 1.0074, 1, 0.7975, 0.6033 
