bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 4.4363,  NaN, 1, -0.3824, 0.9240 
-222.0000,  NaN, -3.0452, 1, 0.5756, 0.8177 
-2.9904, 3.2192, -2.9904, 1, 0.4071, 0.9134 
-2.6238, 4.0023, -2.6238, 1, 0.0659, 0.9978 
-2.2572, 4.2821, -2.2572, 1, -0.1580, 0.9874 
-1.8906, 4.3912, -1.8906, 1, -0.2687, 0.9632 
-1.5240, 4.4363, -1.5624, 1, -0.3824, 0.9240 
-1.1574, 4.4363, -1.5624, 2, -0.3824, 0.9240 
-0.7908, 4.4363, -1.5624, 2, -0.3824, 0.9240 
-0.4243, 4.4363, -1.5624, 2, -0.3824, 0.9240 
-0.0577, 4.4363, -1.5624, 1, -0.3824, 0.9240 
0.3089, 4.4363, -1.5625, 2, -0.3823, 0.9240 
0.6755, 4.4363, -1.5624, 2, -0.3824, 0.9240 
1.0421, 4.4363, -1.5625, 2, -0.3824, 0.9240 
1.4087, 4.4363, -1.5624, 2, -0.3824, 0.9240 
1.7752, 4.4363, -1.5624, 2, -0.3824, 0.9240 
2.1418, 4.4363, -1.5624, 1, -0.3824, 0.9240 
2.5084, 4.4363, -1.5624, 2, -0.3824, 0.9240 
2.8750, 4.4363, -1.5624, 1, -0.3824, 0.9240 
3.2416, 4.4363, -1.5624, 2, -0.3824, 0.9240 
3.6082, 4.4363, -1.5624, 2, -0.3824, 0.9240 
3.9748, 4.4363, -1.5624, 2, -0.3824, 0.9240 
