bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 4.7406,  NaN, 1, -0.7555, -0.6552 
-222.0000,  NaN, -3.1761, 1, 0.9767, -0.2148 
 NaN,  NaN,  NaN, NaN,  NaN,  NaN 
-2.8012, -0.3573, -2.8012, 1, 0.7553, -0.6554 
-2.4125, 0.4807, -2.4125, 1, 0.6341, -0.7732 
-2.0238, 1.1650, -2.0238, 1, 0.5055, -0.8628 
-1.6351, 1.7365, -1.6351, 1, 0.3973, -0.9177 
-1.2464, 2.2384, -1.2464, 1, 0.2722, -0.9622 
-0.8577, 2.6829, -0.8577, 1, 0.1662, -0.9861 
-0.4690, 3.0831, -0.4690, 1, 0.0495, -0.9988 
-0.0803, 3.4261, -0.0803, 1, -0.0688, -0.9976 
0.3083, 3.7305, 0.3083, 1, -0.1695, -0.9855 
0.6970, 4.0030, 0.6970, 1, -0.2656, -0.9641 
1.0857, 4.2373, 1.0857, 1, -0.3584, -0.9336 
1.4744, 4.4324, 1.4744, 1, -0.4539, -0.8910 
1.8631, 4.5815, 1.8631, 2, -0.5605, -0.8282 
2.2518, 4.6923, 2.2518, 1, -0.6531, -0.7572 
2.6405, 4.7405, 2.6370, 1, -0.7514, -0.6598 
3.0292, 4.7406, 2.6523, 1, -0.7555, -0.6552 
3.4179, 4.7406, 2.6524, 1, -0.7555, -0.6552 
3.8066, 4.7406, 2.6524, 1, -0.7555, -0.6552 
4.1953, 4.7406, 2.6524, 1, -0.7555, -0.6552 
