bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 4.7227,  NaN, 1, -0.7661, -0.6427 
-222.0000,  NaN, -3.2816, 1, 0.9726, -0.2327 
-3.1899, -1.0131, -3.1899, 2, 0.8910, -0.4541 
-2.8012, 0.1778, -2.8012, 2, 0.6960, -0.7180 
-2.4125, 0.9087, -2.4125, 1, 0.5448, -0.8385 
-2.0238, 1.5208, -2.0238, 1, 0.4175, -0.9087 
-1.6351, 2.0361, -1.6351, 1, 0.2936, -0.9559 
-1.2464, 2.4962, -1.2464, 1, 0.1783, -0.9840 
-0.8577, 2.9095, -0.8577, 1, 0.0754, -0.9972 
-0.4690, 3.2801, -0.4690, 1, -0.0304, -0.9995 
-0.0803, 3.6027, -0.0803, 1, -0.1301, -0.9915 
0.3083, 3.8900, 0.3083, 1, -0.2327, -0.9726 
0.6970, 4.1434, 0.6970, 1, -0.3409, -0.9401 
1.0857, 4.3482, 1.0857, 1, -0.4416, -0.8972 
1.4744, 4.5165, 1.4744, 1, -0.5232, -0.8522 
1.8631, -1.9021, 1.8631, 2, -0.0986, 0.9951 
2.2518, 4.7091, 2.2518, 2, -0.7046, -0.7096 
2.6405, 4.7227, 2.5514, 1, -0.7661, -0.6427 
3.0292, 4.7227, 2.5514, 1, -0.7661, -0.6427 
3.4179, 4.7227, 2.5514, 1, -0.7661, -0.6427 
3.8066, 4.7227, 2.5514, 1, -0.7661, -0.6427 
4.1953, 4.7227, 2.5514, 1, -0.7661, -0.6427 
