bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 4.3202,  NaN, 1, -0.4254, 0.9050 
-222.0000,  NaN, -3.0987, 1, 0.5651, 0.8251 
-2.9904, 3.2706, -2.9904, 1, 0.3454, 0.9385 
-2.6238, 3.8918, -2.6238, 1, 0.0721, 0.9974 
-2.2572, 4.1323, -2.2572, 1, -0.1027, 0.9947 
-1.8906, 4.2877, -1.8906, 2, -0.2509, 0.9680 
-1.5240, 4.3187, -1.5241, 2, -0.3655, 0.9308 
-1.1574, 4.3202, -1.3190, 1, -0.4254, 0.9050 
-0.7908, 4.3202, -1.3190, 1, -0.4254, 0.9050 
-0.4243, 4.3202, -1.3190, 2, -0.4254, 0.9050 
-0.0577, 4.3202, -1.3190, 1, -0.4254, 0.9050 
0.3089, 4.3202, -1.3190, 1, -0.4254, 0.9050 
0.6755, 4.3202, -1.3190, 1, -0.4254, 0.9050 
1.0421, 4.3202, -1.3190, 2, -0.4254, 0.9050 
1.4087, 4.3202, -1.3190, 2, -0.4254, 0.9050 
1.7752, 4.3202, -1.3190, 1, -0.4254, 0.9050 
2.1418, 4.3202, -1.3190, 2, -0.4254, 0.9050 
2.5084, 4.3202, -1.3191, 2, -0.4254, 0.9050 
2.8750, 4.3202, -1.3190, 1, -0.4254, 0.9050 
3.2416, 4.3202, -1.3192, 2, -0.4254, 0.9050 
3.6082, 4.3202, -1.3190, 1, -0.4254, 0.9050 
3.9748, 4.3202, -1.3190, 1, -0.4254, 0.9050 
