bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.0805,  NaN, 1, -0.5145, 0.8575 
-222.0000,  NaN, -3.4570, 1, -0.8517, 0.5240 
-3.4226, 1.0238, -3.4226, 2, -0.7705, 0.6375 
-3.0101, 1.0805, -3.0140, 2, -0.5170, 0.8560 
-2.5977, 1.0805, -3.0090, 1, -0.5145, 0.8575 
-2.1852, 1.0805, -3.0090, 1, -0.5145, 0.8575 
-1.7728, 1.0805, -3.0090, 1, -0.5145, 0.8575 
-1.3604, 1.0805, -3.0090, 2, -0.5145, 0.8575 
-0.9479, 1.0805, -3.0090, 1, -0.5145, 0.8575 
-0.5355, 1.0805, -3.0090, 2, -0.5145, 0.8575 
-0.1230, 1.0805, -3.0090, 2, -0.5145, 0.8575 
0.2894, 1.0805, -3.0090, 2, -0.5145, 0.8575 
0.7018, 1.0805, -3.0090, 2, -0.5145, 0.8575 
1.1143, 1.0805, -3.0090, 2, -0.5145, 0.8575 
1.5267, 1.0805, -3.0090, 2, -0.5145, 0.8575 
1.9391, 1.0805, -3.0090, 1, -0.5145, 0.8575 
2.3516, 1.0805, -3.0090, 1, -0.5145, 0.8575 
2.7640, 1.0805, -3.0090, 2, -0.5145, 0.8575 
3.1765, 1.0805, -3.0090, 1, -0.5145, 0.8575 
3.5889, 1.0805, -3.0090, 2, -0.5145, 0.8575 
4.0013, 1.0805, -3.0090, 2, -0.5145, 0.8575 
4.4138, 1.0805, -3.0090, 2, -0.5145, 0.8575 
