bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.2513,  NaN, 1, -0.4435, 0.8963 
-222.0000,  NaN, -0.5615, 1, -0.5667, -0.8239 
 NaN,  NaN,  NaN, NaN,  NaN,  NaN 
-0.4959, 0.5770, -0.4959, 2, -0.8440, -0.5364 
-0.3785, 0.7230, -0.3785, 1, -0.9439, -0.3303 
-0.2611, 0.8136, -0.2611, 1, -0.9812, -0.1931 
-0.1436, 0.8811, -0.1436, 1, -0.9967, -0.0809 
-0.0262, 0.9402, -0.0262, 1, -0.9987, 0.0505 
0.0912, 1.0042, 0.0912, 1, -0.9858, 0.1680 
0.2086, 1.0624, 0.2086, 1, -0.9581, 0.2863 
0.3261, 1.1266, 0.3261, 1, -0.9188, 0.3948 
0.4435, 1.1739, 0.4435, 1, -0.8676, 0.4973 
0.5609, 1.2115, 0.5609, 1, -0.7994, 0.6008 
0.6783, 1.2454, 0.6783, 0, -0.7142, 0.7000 
0.7958, 1.2467, 0.7073, 2, -0.6920, 0.7219 
0.9132, 1.2467, 0.7073, 1, -0.6920, 0.7219 
1.0306, 1.2467, 0.7073, 2, -0.6920, 0.7219 
1.1481, 1.2513, 1.0225, 2, -0.4435, 0.8963 
1.2655, 1.2467, 0.7073, 2, -0.6920, 0.7219 
1.3829, 1.2467, 0.7073, 1, -0.6920, 0.7219 
1.5003, 1.2467, 0.7073, 1, -0.6920, 0.7219 
1.6178, 1.2513, 1.0225, 1, -0.4436, 0.8962 
