bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.2543,  NaN, 1, -0.1909, 0.9816 
-222.0000,  NaN, -0.5634, 1, -0.5020, -0.8649 
 NaN,  NaN,  NaN, NaN,  NaN,  NaN 
-0.4959, 0.3586, -0.4959, 2, -0.7963, -0.6049 
-0.3785, 0.5218, -0.3785, 1, -0.9086, -0.4178 
-0.2611, 0.7005, -0.2611, 1, -0.9683, -0.2499 
-0.1436, 0.8145, -0.1436, 1, -0.9928, -0.1194 
-0.0262, 0.8973, -0.0262, 1, -0.9998, 0.0196 
0.0912, 0.9775, 0.0912, 1, -0.9884, 0.1521 
0.2086, 1.0455, 0.2086, 2, -0.9610, 0.2765 
0.3261, 1.0885, 0.3261, 1, -0.9299, 0.3679 
0.4435, 1.1265, 0.4435, 1, -0.8970, 0.4421 
0.5609, 1.1657, 0.5609, 1, -0.8577, 0.5141 
0.6783, 1.1957, 0.6783, 1, -0.8040, 0.5946 
0.7958, 1.2093, 0.7955, 2, -0.7344, 0.6787 
0.9132, 1.2208, 0.9132, 1, -0.6530, 0.7573 
1.0306, 1.2424, 1.0306, 2, -0.5667, 0.8240 
1.1481, 1.2523, 1.1481, 1, -0.4759, 0.8795 
1.2655, 1.2539, 1.2083, 1, -0.4094, 0.9124 
1.3829, 1.2539, 1.2083, 1, -0.4094, 0.9124 
1.5003, 1.2543, 1.4056, 1, -0.1909, 0.9816 
1.6178, 1.2539, 1.2083, 1, -0.4094, 0.9124 
