bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.5773,  NaN, 1, -0.7586, 0.6516 
-222.0000,  NaN, -2.9844, 1, 0.4449, 0.8956 
-2.8543, 0.9110, -2.8543, 1, 0.1902, 0.9817 
-2.5020, 1.1387, -2.5020, 1, -0.0519, 0.9987 
-2.1497, 1.2551, -2.1497, 1, -0.2092, 0.9779 
-1.7975, 1.3416, -1.7975, 1, -0.3488, 0.9372 
-1.4452, 1.4399, -1.4452, 2, -0.4649, 0.8854 
-1.0930, 1.5069, -1.0930, 1, -0.5542, 0.8324 
-0.7407, 1.5581, -0.7407, 2, -0.6538, 0.7567 
-0.3885, 1.5760, -0.3965, 2, -0.7320, 0.6813 
-0.0362, 1.5773, -0.2644, 1, -0.7586, 0.6516 
0.3160, 1.5773, -0.2644, 1, -0.7586, 0.6516 
0.6683, 1.5773, -0.2644, 1, -0.7586, 0.6516 
1.0205, 1.5773, -0.2644, 1, -0.7586, 0.6516 
1.3728, 1.5773, -0.2644, 1, -0.7586, 0.6516 
1.7250, 1.5773, -0.2644, 1, -0.7586, 0.6516 
2.0773, 1.5773, -0.2644, 1, -0.7586, 0.6516 
2.4295, 1.5773, -0.2644, 1, -0.7586, 0.6516 
2.7818, 1.5773, -0.2644, 1, -0.7586, 0.6516 
3.1340, 1.5773, -0.2644, 1, -0.7586, 0.6516 
3.4863, 1.5773, -0.2644, 1, -0.7586, 0.6516 
3.8385, 1.5773, -0.2644, 1, -0.7586, 0.6516 
