bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.2320,  NaN, 1, -0.4511, 0.8925 
-222.0000,  NaN, -0.6693, 1, -0.6231, -0.7822 
-0.6133, 0.3686, -0.6133, 2, -0.8161, -0.5779 
-0.4959, 0.5465, -0.4959, 1, -0.9166, -0.3998 
-0.3785, 0.6790, -0.3785, 1, -0.9667, -0.2559 
-0.2611, 0.7689, -0.2611, 1, -0.9942, -0.1075 
-0.1436, 0.8518, -0.1436, 1, -1.0000, -0.0009 
-0.0262, 0.9160, -0.0262, 1, -0.9934, 0.1145 
0.0912, 0.9762, 0.0912, 1, -0.9756, 0.2195 
0.2086, 1.0469, 0.2086, 2, -0.9446, 0.3283 
0.3261, 1.1073, 0.3261, 2, -0.8988, 0.4384 
0.4435, 1.1538, 0.4435, 1, -0.8406, 0.5416 
0.5609, 1.1960, 0.5609, 1, -0.7682, 0.6402 
0.6783, 1.2159, 0.6783, 2, -0.6912, 0.7227 
0.7958, 1.2207, 0.7957, 1, -0.6182, 0.7860 
0.9132, 1.2306, 0.9132, 1, -0.5341, 0.8454 
1.0306, 1.2320, 1.0026, 1, -0.4512, 0.8924 
1.1481, 1.2320, 1.0026, 1, -0.4511, 0.8925 
1.2655, 1.2320, 1.0026, 1, -0.4511, 0.8925 
1.3829, 1.2320, 1.0026, 1, -0.4511, 0.8925 
1.5003, 1.2320, 1.0026, 1, -0.4511, 0.8925 
1.6178, 1.2320, 1.0026, 1, -0.4511, 0.8925 
