bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.2448,  NaN, 1, -0.5254, 0.8508 
-222.0000,  NaN, -0.6930, 1, -0.6089, -0.7933 
-0.6133, 0.3460, -0.6133, 2, -0.8463, -0.5327 
-0.4959, 0.4852, -0.4959, 2, -0.9392, -0.3434 
-0.3785, 0.5992, -0.3785, 1, -0.9754, -0.2205 
-0.2611, 0.6784, -0.2611, 1, -0.9975, -0.0701 
-0.1436, 0.7779, -0.1436, 1, -0.9989, 0.0478 
-0.0262, 0.8770, -0.0262, 1, -0.9850, 0.1727 
0.0912, 0.9567, 0.0912, 1, -0.9573, 0.2891 
0.2086, 1.0272, 0.2086, 1, -0.9167, 0.3997 
0.3261, 1.0921, 0.3261, 1, -0.8676, 0.4973 
0.4435, 1.1454, 0.4435, 1, -0.8063, 0.5915 
0.5609, 1.1854, 0.5609, 1, -0.7263, 0.6874 
0.6783, 1.2217, 0.6783, 1, -0.6314, 0.7755 
0.7958, 1.2448, 0.7895, 2, -0.5255, 0.8508 
0.9132, 1.2448, 0.7895, 1, -0.5254, 0.8508 
1.0306, 1.2448, 0.7895, 2, -0.5254, 0.8508 
1.1481, 1.2448, 0.7895, 2, -0.5254, 0.8508 
1.2655, 1.2448, 0.7895, 2, -0.5254, 0.8508 
1.3829, 1.2448, 0.7895, 2, -0.5254, 0.8508 
1.5003, 1.2448, 0.7895, 2, -0.5254, 0.8508 
1.6178, 1.2448, 0.7895, 1, -0.5254, 0.8508 
