bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 2.0215,  NaN, 1, 0.9434, 0.3316 
-222.0000,  NaN, -0.0217, 2, -0.1806, -0.9836 
0.0272, 0.0466, 0.0272, 1, 0.0455, -0.9990 
0.0779, 0.1487, 0.0779, 1, 0.1235, -0.9924 
0.1286, 0.2925, 0.1286, 1, 0.2269, -0.9739 
0.1794, 0.4582, 0.1794, 1, 0.3216, -0.9469 
0.2301, 0.6101, 0.2301, 1, 0.3986, -0.9171 
0.2808, 0.7241, 0.2808, 1, 0.4719, -0.8816 
0.3315, 0.8453, 0.3315, 1, 0.5475, -0.8368 
0.3823, 1.0612, 0.3823, 2, 0.6393, -0.7690 
0.4330, 1.2344, 0.4330, 2, 0.7395, -0.6732 
0.4837, 1.3597, 0.4837, 2, 0.8019, -0.5975 
0.5345, 1.4803, 0.5345, 2, 0.8626, -0.5059 
0.5852, 1.5787, 0.5852, 1, 0.9124, -0.4092 
0.6359, 1.6907, 0.6359, 1, 0.9487, -0.3160 
0.6866, 1.7834, 0.6866, 1, 0.9764, -0.2157 
0.7374, 1.8683, 0.7374, 1, 0.9941, -0.1086 
0.7881, 1.9290, 0.7881, 1, 1.0000, 0.0038 
0.8388, 2.0044, 0.8388, 2, 0.9828, 0.1846 
0.8895, 0.8214, 0.8895, 2, -0.1197, 0.9928 
0.9403, 2.0215, 0.8622, 2, 0.9435, 0.3315 
0.9910, 2.0215, 0.8622, 2, 0.9434, 0.3316 
