bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.9869,  NaN, 1, 0.9559, 0.2937 
-222.0000,  NaN, -0.1103, 1, -0.6354, -0.7722 
0.0272, -0.2183, 0.0272, 1, -0.0715, -0.9974 
0.0779, -0.0011, 0.0779, 1, 0.0663, -0.9978 
0.1286, 0.3141, 0.1286, 1, 0.2591, -0.9659 
0.1794, 0.6205, 0.1794, 1, 0.4627, -0.8865 
0.2301, 0.7846, 0.2301, 1, 0.5554, -0.8316 
0.2808, 0.9488, 0.2808, 1, 0.6310, -0.7757 
0.3315, 1.1053, 0.3310, 1, 0.7038, -0.7104 
0.3823, 1.2092, 0.3823, 1, 0.7571, -0.6533 
0.4330, 1.3001, 0.4330, 1, 0.7985, -0.6020 
0.4837, 1.4043, 0.4837, 1, 0.8419, -0.5397 
0.5345, 1.5140, 0.5345, 1, 0.8862, -0.4634 
0.5852, 1.5901, 0.5852, 2, 0.9151, -0.4033 
0.6359, 1.6582, 0.6359, 1, 0.9370, -0.3492 
0.6866, 1.7347, 0.6866, 1, 0.9597, -0.2812 
0.7374, 1.7951, 0.7374, 1, 0.9788, -0.2047 
0.7881, 1.8563, 0.7881, 1, 0.9953, -0.0972 
0.8388, 1.9308, 0.8388, 1, 0.9982, 0.0595 
0.8895, 1.9753, 0.8892, 1, 0.9846, 0.1747 
0.9403, 1.9869, 0.9270, 1, 0.9560, 0.2935 
0.9910, 1.9869, 0.9271, 2, 0.9559, 0.2937 
