bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.5139,  NaN, 1, -0.8818, 0.4717 
-222.0000,  NaN, -2.9201, 1, 0.4659, 0.8848 
-2.8543, 0.7805, -2.8543, 2, 0.3102, 0.9507 
-2.5020, 0.9346, -2.5020, 1, 0.0457, 0.9990 
-2.1497, 1.1319, -2.1497, 2, -0.1634, 0.9866 
-1.7975, 1.2607, -1.7975, 1, -0.3022, 0.9533 
-1.4452, 1.3399, -1.4453, 2, -0.4164, 0.9092 
-1.0930, 1.3865, -1.0930, 2, -0.5050, 0.8631 
-0.7407, 1.4227, -0.7407, 1, -0.5922, 0.8058 
-0.3885, 1.4517, -0.3885, 1, -0.6776, 0.7354 
-0.0362, 1.4924, -0.0364, 0, -0.7641, 0.6451 
0.3160, 1.5061, 0.3160, 1, -0.8212, 0.5706 
0.6683, 1.5139, 0.6654, 1, -0.8798, 0.4753 
1.0205, 1.5139, 0.6762, 1, -0.8818, 0.4717 
1.3728, 1.5139, 0.6762, 1, -0.8818, 0.4717 
1.7250, 1.5139, 0.6762, 1, -0.8818, 0.4717 
2.0773, 1.5139, 0.6762, 1, -0.8818, 0.4717 
2.4295, 1.5139, 0.6762, 2, -0.8818, 0.4717 
2.7818, 1.5139, 0.6762, 1, -0.8818, 0.4717 
3.1340, 1.5139, 0.6762, 1, -0.8818, 0.4717 
3.4863, 1.5139, 0.6762, 2, -0.8818, 0.4717 
3.8385, 1.5139, 0.6762, 2, -0.8818, 0.4717 
