bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 4.6657,  NaN, 1, -0.4236, 0.9059 
-222.0000,  NaN, -2.9745, 1, 0.5158, 0.8567 
 NaN,  NaN,  NaN, NaN,  NaN,  NaN 
-2.6238, 4.1423, -2.6238, 2, 0.0855, 0.9963 
-2.2572, 4.4947, -2.2572, 2, -0.0934, 0.9956 
-1.8906, 4.6131, -1.8906, 1, -0.2555, 0.9668 
-1.5240, 4.6639, -1.5246, 1, -0.3946, 0.9188 
-1.1574, 4.6657, -1.4458, 1, -0.4236, 0.9059 
-0.7908, 4.6657, -1.4458, 1, -0.4236, 0.9059 
-0.4243, 4.6657, -1.4458, 2, -0.4236, 0.9059 
-0.0577, 4.6657, -1.4458, 2, -0.4236, 0.9059 
0.3089, 4.6657, -1.4458, 1, -0.4236, 0.9059 
0.6755, 4.6657, -1.4458, 1, -0.4236, 0.9059 
1.0421, 4.6657, -1.4458, 2, -0.4236, 0.9059 
1.4087, 4.6657, -1.4458, 1, -0.4236, 0.9059 
1.7752, 4.6657, -1.4458, 2, -0.4236, 0.9059 
2.1418, 4.6657, -1.4458, 2, -0.4236, 0.9059 
2.5084, 4.6657, -1.4458, 1, -0.4236, 0.9059 
2.8750, 4.6657, -1.4458, 2, -0.4236, 0.9059 
3.2416, 4.6657, -1.4458, 1, -0.4236, 0.9059 
3.6082, 4.6657, -1.4458, 1, -0.4236, 0.9059 
3.9748, 4.6657, -1.4458, 1, -0.4236, 0.9059 
