bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.9817,  NaN, 1, 0.9343, 0.3565 
-222.0000,  NaN, 0.0157, 2, -0.5778, -0.8162 
0.0272, -0.4139, 0.0272, 1, -0.3894, -0.9211 
0.0779, 0.2157, 0.0779, 1, 0.0870, -0.9962 
0.1286, 0.3639, 0.1286, 1, 0.1969, -0.9804 
0.1794, 0.5715, 0.1794, 1, 0.3529, -0.9357 
0.2301, 0.8000, 0.2301, 1, 0.4819, -0.8762 
0.2808, 0.9805, 0.2808, 2, 0.5678, -0.8232 
0.3315, 1.1166, 0.3315, 2, 0.6491, -0.7607 
0.3823, 1.2197, 0.3823, 1, 0.7144, -0.6997 
0.4330, 1.3244, 0.4330, 1, 0.7748, -0.6322 
0.4837, 1.4088, 0.4837, 2, 0.8310, -0.5562 
0.5345, 1.4809, 0.5345, 1, 0.8719, -0.4897 
0.5852, 1.5843, 0.5852, 1, 0.9123, -0.4096 
0.6359, 1.6625, 0.6359, 2, 0.9460, -0.3243 
0.6866, 1.7126, 0.6866, 1, 0.9676, -0.2524 
0.7374, 1.7599, 0.7374, 1, 0.9840, -0.1782 
0.7881, 1.8502, 0.7881, 1, 0.9973, -0.0730 
0.8388, 1.9237, 0.8388, 1, 0.9982, 0.0600 
0.8895, 1.9698, 0.8895, 2, 0.9791, 0.2033 
0.9403, 1.9817, 0.9355, 2, 0.9343, 0.3565 
0.9910, 1.9817, 0.9356, 1, 0.9343, 0.3565 
