bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 2.0108,  NaN, 1, 0.9209, 0.3899 
-222.0000,  NaN, 0.0459, 2, -0.6718, -0.7407 
 NaN,  NaN,  NaN, NaN,  NaN,  NaN 
0.0779, -0.5921, 0.0779, 2, -0.4753, -0.8798 
0.1286, -0.4312, 0.1286, 2, -0.3412, -0.9400 
0.1794, -0.3089, 0.1794, 1, -0.2232, -0.9748 
0.2301, 0.0509, 0.2301, 1, 0.0103, -0.9999 
0.2808, 0.2732, 0.2808, 1, 0.1529, -0.9882 
0.3315, 0.4157, 0.3315, 1, 0.2436, -0.9699 
0.3823, 0.5727, 0.3823, 1, 0.3414, -0.9399 
0.4330, 0.7831, 0.4330, 1, 0.4703, -0.8825 
0.4837, 1.0782, 0.4837, 1, 0.6281, -0.7781 
0.5345, 1.3264, 0.5345, 1, 0.7633, -0.6461 
0.5852, 1.5004, 0.5852, 2, 0.8439, -0.5365 
0.6359, 1.6129, 0.6359, 1, 0.8944, -0.4472 
0.6866, 1.7364, 0.6866, 2, 0.9508, -0.3099 
0.7374, 1.8699, 0.7374, 1, 0.9971, -0.0762 
0.7881, 1.9566, 0.7881, 1, 0.9932, 0.1168 
0.8388, 2.0108, 0.8290, 2, 0.9209, 0.3899 
0.8895, 1.4565, 0.8895, 1, 0.3512, 0.9363 
0.9403, 2.0108, 0.8290, 2, 0.9209, 0.3899 
0.9910, 2.0108, 0.8290, 2, 0.9209, 0.3899 
