bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.9383,  NaN, 1, 0.9338, 0.3578 
-222.0000,  NaN, -0.1377, 2, -0.5856, -0.8106 
0.0272, 0.0172, 0.0272, 1, 0.0045, -1.0000 
0.0779, 0.1560, 0.0779, 1, 0.1343, -0.9909 
0.1286, 0.2888, 0.1286, 1, 0.2254, -0.9743 
0.1794, 0.4496, 0.1794, 1, 0.3451, -0.9386 
0.2301, 0.5542, 0.2301, 1, 0.4191, -0.9080 
0.2808, 0.6664, 0.2808, 1, 0.4890, -0.8723 
0.3315, 0.8289, 0.3315, 1, 0.5755, -0.8178 
0.3823, 1.0097, 0.3823, 2, 0.6621, -0.7494 
0.4330, 1.1461, 0.4330, 1, 0.7278, -0.6858 
0.4837, 1.2546, 0.4837, 1, 0.7859, -0.6183 
0.5345, 1.3607, 0.5345, 1, 0.8429, -0.5381 
0.5852, 1.4972, 0.5852, 1, 0.9006, -0.4347 
0.6359, 1.6568, 0.6359, 2, 0.9551, -0.2963 
0.6866, 1.7241, 0.6866, 2, 0.9772, -0.2123 
0.7374, 1.7697, 0.7374, 1, 0.9886, -0.1507 
0.7881, 1.8130, 0.7878, 1, 0.9979, -0.0649 
0.8388, 1.8465, 0.8388, 1, 0.9996, 0.0270 
0.8895, 1.8956, 0.8895, 1, 0.9865, 0.1636 
0.9403, 1.9383, 0.9192, 2, 0.9338, 0.3578 
0.9910, 1.9383, 0.9192, 2, 0.9338, 0.3578 
