bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.9607,  NaN, 1, 0.9458, 0.3248 
-222.0000,  NaN, 0.0282, 1, -0.7161, -0.6980 
 NaN,  NaN,  NaN, NaN,  NaN,  NaN 
0.0779, -0.4201, 0.0779, 1, -0.3811, -0.9245 
0.1286, -0.1448, 0.1286, 1, -0.1769, -0.9842 
0.1794, -0.0042, 0.1794, 1, -0.0626, -0.9980 
0.2301, 0.1283, 0.2301, 1, 0.0507, -0.9987 
0.2808, 0.3854, 0.2808, 1, 0.2431, -0.9700 
0.3315, 0.7604, 0.3315, 2, 0.4609, -0.8874 
0.3823, 0.9666, 0.3823, 1, 0.5691, -0.8223 
0.4330, 1.1418, 0.4330, 1, 0.6810, -0.7323 
0.4837, 1.3312, 0.4837, 2, 0.7785, -0.6277 
0.5345, 1.4301, 0.5345, 1, 0.8345, -0.5509 
0.5852, 1.5336, 0.5852, 1, 0.8846, -0.4663 
0.6359, 1.6281, 0.6359, 1, 0.9225, -0.3860 
0.6866, 1.7094, 0.6866, 1, 0.9540, -0.2998 
0.7374, 1.8098, 0.7374, 2, 0.9865, -0.1639 
0.7881, 1.8636, 0.7881, 2, 0.9980, -0.0636 
0.8388, 1.9265, 0.8388, 1, 0.9979, 0.0652 
0.8895, 1.1013, 0.8895, 2, 0.0982, 0.9952 
0.9403, 1.9607, 0.9363, 1, 0.9458, 0.3247 
0.9910, 1.9607, 0.9363, 2, 0.9458, 0.3248 
