bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.8864,  NaN, 1, 0.9225, 0.3859 
-222.0000,  NaN, -0.0557, 2, -0.5637, -0.8260 
0.0272, -0.3308, 0.0272, 1, -0.2752, -0.9614 
0.0779, 0.0516, 0.0779, 1, -0.0121, -0.9999 
0.1286, 0.2187, 0.1286, 1, 0.1113, -0.9938 
0.1794, 0.4304, 0.1794, 2, 0.2739, -0.9617 
0.2301, 0.6251, 0.2301, 1, 0.3943, -0.9190 
0.2808, 0.7744, 0.2808, 1, 0.4832, -0.8755 
0.3315, 0.9202, 0.3315, 2, 0.5577, -0.8300 
0.3823, 1.0251, 0.3823, 1, 0.6226, -0.7825 
0.4330, 1.1475, 0.4330, 1, 0.7010, -0.7132 
0.4837, 1.2730, 0.4837, 2, 0.7805, -0.6252 
0.5345, 1.3764, 0.5345, 1, 0.8362, -0.5485 
0.5852, 1.4697, 0.5852, 2, 0.8861, -0.4636 
0.6359, 1.5349, 0.6359, 1, 0.9176, -0.3975 
0.6866, 1.5946, 0.6866, 1, 0.9437, -0.3309 
0.7374, 1.6630, 0.7374, 1, 0.9713, -0.2377 
0.7881, 1.7584, 0.7880, 1, 0.9968, -0.0803 
0.8388, 1.8459, 0.8388, 2, 0.9959, 0.0904 
0.8895, 1.8702, 0.8895, 1, 0.9793, 0.2025 
0.9403, 1.8799, 0.9403, 1, 0.9593, 0.2825 
0.9910, 1.8864, 0.9744, 2, 0.9225, 0.3859 
