bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 0.7706,  NaN, 1, 0.6725, 0.7401 
-222.0000,  NaN, -3.0078, 1, 0.4911, -0.8711 
-2.9413, 0.3210, -2.9413, 1, 0.6679, -0.7443 
-2.5789, 0.4482, -2.5789, 2, 0.8338, -0.5521 
-2.2165, 0.4775, -2.2165, 1, 0.9224, -0.3863 
-1.8541, 0.5293, -1.8541, 2, 0.9733, -0.2295 
-1.4917, 0.5699, -1.4917, 1, 0.9959, -0.0908 
-1.1292, 0.6017, -1.1292, 1, 0.9992, 0.0395 
-0.7668, 0.6357, -0.7670, 2, 0.9901, 0.1407 
-0.4044, 0.6512, -0.4044, 1, 0.9717, 0.2364 
-0.0420, 0.6726, -0.0420, 1, 0.9413, 0.3376 
0.3205, 0.7049, 0.3205, 1, 0.9001, 0.4356 
0.6829, 0.7471, 0.6829, 1, 0.8592, 0.5117 
1.0453, 0.7689, 0.9815, 1, 0.8126, 0.5829 
1.4077, 0.7689, 0.9815, 1, 0.8126, 0.5829 
1.7701, 0.7706, 1.6480, 1, 0.6725, 0.7401 
2.1326, 0.7706, 1.6480, 1, 0.6725, 0.7401 
2.4950, 0.7706, 1.6480, 1, 0.6725, 0.7401 
2.8574, 0.7706, 1.6480, 1, 0.6725, 0.7401 
3.2198, 0.7706, 1.6480, 1, 0.6725, 0.7401 
3.5822, 0.7706, 1.6476, 1, 0.6726, 0.7400 
3.9447, 0.7706, 1.6480, 1, 0.6725, 0.7401 
