bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 2.0082,  NaN, 1, 0.9558, 0.2941 
-222.0000,  NaN, 0.0113, 2, -0.6202, -0.7844 
0.0272, -0.6242, 0.0272, 1, -0.5209, -0.8536 
0.0779, -0.1101, 0.0779, 1, -0.1489, -0.9889 
0.1286, 0.1069, 0.1286, 1, 0.0256, -0.9997 
0.1794, 0.2471, 0.1794, 1, 0.1178, -0.9930 
0.2301, 0.3799, 0.2301, 1, 0.2018, -0.9794 
0.2808, 0.5189, 0.2808, 1, 0.2978, -0.9546 
0.3315, 0.8197, 0.3315, 2, 0.4580, -0.8890 
0.3823, 0.9463, 0.3823, 1, 0.5407, -0.8412 
0.4330, 1.0765, 0.4330, 2, 0.6301, -0.7765 
0.4837, 1.2322, 0.4837, 1, 0.7216, -0.6923 
0.5345, 1.5245, 0.5345, 2, 0.8674, -0.4976 
0.5852, 1.6226, 0.5852, 1, 0.9108, -0.4128 
0.6359, 1.7057, 0.6359, 1, 0.9433, -0.3320 
0.6866, 1.7740, 0.6866, 1, 0.9674, -0.2531 
0.7374, 1.8526, 0.7374, 1, 0.9930, -0.1177 
0.7881, 1.9839, 0.7881, 1, 0.9894, 0.1452 
0.8388, 0.7621, 0.8388, 2, -0.1258, 0.9921 
0.8895, 2.0082, 0.8528, 2, 0.9558, 0.2941 
0.9403, 2.0082, 0.8528, 2, 0.9558, 0.2941 
0.9910, 2.0082, 0.8528, 1, 0.9558, 0.2941 
