bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.1560,  NaN, 1, -0.1219, 0.9925 
-222.0000,  NaN, -0.6335, 1, -0.5780, -0.8161 
-0.6133, 0.2242, -0.6133, 2, -0.7347, -0.6784 
-0.4959, 0.4318, -0.4959, 1, -0.9128, -0.4083 
-0.3785, 0.5178, -0.3785, 1, -0.9680, -0.2510 
-0.2611, 0.5936, -0.2611, 1, -0.9953, -0.0972 
-0.1436, 0.6784, -0.1436, 1, -0.9990, 0.0438 
-0.0262, 0.7657, -0.0262, 1, -0.9835, 0.1811 
0.0912, 0.8411, 0.0912, 2, -0.9521, 0.3059 
0.2086, 0.8846, 0.2086, 2, -0.9154, 0.4025 
0.3261, 0.9139, 0.3261, 1, -0.8718, 0.4899 
0.4435, 0.9541, 0.4435, 1, -0.8228, 0.5684 
0.5609, 1.0148, 0.5609, 2, -0.7369, 0.6760 
0.6783, 1.0446, 0.6782, 1, -0.6538, 0.7567 
0.7958, 1.0478, 0.7335, 1, -0.6124, 0.7905 
0.9132, 1.0733, 0.9132, 1, -0.4670, 0.8843 
1.0306, 1.1067, 1.0306, 1, -0.3682, 0.9298 
1.1481, 1.1307, 1.1481, 1, -0.2522, 0.9677 
1.2655, 1.1560, 1.2398, 1, -0.1219, 0.9925 
1.3829, 1.1560, 1.2398, 2, -0.1219, 0.9925 
1.5003, 1.1560, 1.2398, 2, -0.1219, 0.9925 
1.6178, 1.1560, 1.2398, 1, -0.1219, 0.9925 
