bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 4.2825,  NaN, 1, -0.4403, 0.8979 
-222.0000,  NaN, -3.0408, 1, 0.5711, 0.8209 
-2.9904, 3.0801, -2.9904, 2, 0.4338, 0.9010 
-2.6238, 3.7921, -2.6238, 1, 0.0875, 0.9962 
-2.2572, 4.0541, -2.2572, 1, -0.0978, 0.9952 
-1.8906, 4.1962, -1.8906, 2, -0.2343, 0.9722 
-1.5240, 4.2599, -1.5240, 1, -0.3511, 0.9363 
-1.1574, 4.2825, -1.2349, 2, -0.4403, 0.8979 
-0.7908, 4.2825, -1.2349, 2, -0.4403, 0.8979 
-0.4243, 4.2825, -1.2349, 2, -0.4403, 0.8979 
-0.0577, 4.2825, -1.2350, 2, -0.4403, 0.8979 
0.3089, 4.2825, -1.2349, 2, -0.4403, 0.8979 
0.6755, 4.2825, -1.2349, 2, -0.4403, 0.8979 
1.0421, 4.2825, -1.2349, 2, -0.4403, 0.8979 
1.4087, 4.2825, -1.2349, 2, -0.4403, 0.8979 
1.7752, 4.2825, -1.2349, 2, -0.4403, 0.8979 
2.1418, 4.2825, -1.2349, 1, -0.4403, 0.8979 
2.5084, 4.2825, -1.2352, 2, -0.4402, 0.8979 
2.8750, 4.2825, -1.2349, 2, -0.4403, 0.8979 
3.2416, 4.2825, -1.2349, 2, -0.4403, 0.8979 
3.6082, 4.2825, -1.2349, 2, -0.4403, 0.8979 
3.9748, 4.2825, -1.2349, 2, -0.4403, 0.8979 
