bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.2666,  NaN, 1, -0.4723, 0.8815 
-222.0000,  NaN, -0.6102, 1, -0.6114, -0.7914 
 NaN,  NaN,  NaN, NaN,  NaN,  NaN 
-0.4959, 0.6230, -0.4959, 1, -0.9142, -0.4052 
-0.3785, 0.7417, -0.3785, 1, -0.9720, -0.2349 
-0.2611, 0.8548, -0.2611, 1, -0.9972, -0.0753 
-0.1436, 0.9389, -0.1436, 1, -0.9990, 0.0443 
-0.0262, 1.0184, -0.0262, 2, -0.9879, 0.1553 
0.0912, 1.0878, 0.0912, 2, -0.9653, 0.2610 
0.2086, 1.1404, 0.2086, 2, -0.9254, 0.3790 
0.3261, 1.1760, 0.3261, 1, -0.8783, 0.4781 
0.4435, 1.2115, 0.4435, 1, -0.8111, 0.5849 
0.5609, 1.2392, 0.5609, 0, -0.7269, 0.6867 
0.6783, 1.2491, 0.6406, 2, -0.6765, 0.7364 
0.7958, 1.2491, 0.6406, 2, -0.6765, 0.7364 
0.9132, 1.2491, 0.6406, 2, -0.6765, 0.7364 
1.0306, 1.2666, 0.9046, 2, -0.4723, 0.8815 
1.1481, 1.2666, 0.9046, 2, -0.4723, 0.8815 
1.2655, 1.2666, 0.9046, 1, -0.4723, 0.8815 
1.3829, 1.2666, 0.9046, 2, -0.4723, 0.8815 
1.5003, 1.2666, 0.9046, 2, -0.4723, 0.8814 
1.6178, 1.2666, 0.9046, 1, -0.4723, 0.8815 
