bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 0.8426,  NaN, 1, 0.9938, 0.1108 
-222.0000,  NaN, -2.8989, 1, 0.5072, -0.8618 
 NaN,  NaN,  NaN, NaN,  NaN,  NaN 
-2.5789, 0.5273, -2.5789, 2, 0.8379, -0.5458 
-2.2165, 0.6170, -2.2165, 1, 0.9169, -0.3991 
-1.8541, 0.6938, -1.8541, 1, 0.9586, -0.2849 
-1.4917, 0.7424, -1.4917, 1, 0.9881, -0.1541 
-1.1292, 0.8094, -1.1292, 1, 0.9998, -0.0187 
-0.7668, 0.8422, -0.7675, 2, 0.9958, 0.0913 
-0.4044, 0.8426, -0.6923, 1, 0.9938, 0.1108 
-0.0420, 0.8426, -0.6923, 1, 0.9938, 0.1108 
0.3205, 0.8426, -0.6923, 1, 0.9938, 0.1108 
0.6829, 0.8426, -0.6923, 2, 0.9938, 0.1107 
1.0453, 0.8426, -0.6923, 2, 0.9938, 0.1108 
1.4077, 0.8426, -0.6923, 1, 0.9938, 0.1108 
1.7701, 0.8426, -0.6923, 1, 0.9938, 0.1108 
2.1326, 0.8426, -0.6923, 2, 0.9938, 0.1108 
2.4950, 0.8426, -0.6923, 1, 0.9938, 0.1108 
2.8574, 0.8426, -0.6923, 1, 0.9938, 0.1108 
3.2198, 0.8426, -0.6923, 1, 0.9938, 0.1108 
3.5822, 0.8426, -0.6923, 1, 0.9938, 0.1108 
3.9447, 0.8426, -0.6923, 1, 0.9938, 0.1108 
