bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.3323,  NaN, 1, -0.4916, 0.8708 
-222.0000,  NaN, -0.6461, 1, -0.5733, -0.8194 
-0.6133, 0.2535, -0.6133, 2, -0.7695, -0.6387 
-0.4959, 0.4338, -0.4959, 1, -0.9114, -0.4115 
-0.3785, 0.5847, -0.3785, 1, -0.9677, -0.2523 
-0.2611, 0.7046, -0.2611, 1, -0.9944, -0.1055 
-0.1436, 0.7870, -0.1436, 1, -0.9998, 0.0187 
-0.0262, 0.9001, -0.0262, 1, -0.9890, 0.1478 
0.0912, 0.9879, 0.0912, 2, -0.9695, 0.2450 
0.2086, 1.0513, 0.2086, 1, -0.9390, 0.3438 
0.3261, 1.1076, 0.3261, 1, -0.8995, 0.4369 
0.4435, 1.1601, 0.4435, 1, -0.8590, 0.5120 
0.5609, 1.2274, 0.5609, 1, -0.7927, 0.6096 
0.6783, 1.2877, 0.6783, 2, -0.6814, 0.7319 
0.7958, 1.3105, 0.7958, 1, -0.6111, 0.7916 
0.9132, 1.3300, 0.9131, 1, -0.5276, 0.8495 
1.0306, 1.3323, 0.9572, 2, -0.4916, 0.8708 
1.1481, 1.3323, 0.9572, 2, -0.4916, 0.8708 
1.2655, 1.3323, 0.9572, 1, -0.4916, 0.8708 
1.3829, 1.3323, 0.9572, 1, -0.4916, 0.8708 
1.5003, 1.3323, 0.9572, 2, -0.4916, 0.8708 
1.6178, 1.3323, 0.9572, 1, -0.4916, 0.8708 
