bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.9451,  NaN, 1, 0.9454, 0.3259 
-222.0000,  NaN, -0.0121, 2, -0.6748, -0.7380 
0.0272, -0.5278, 0.0272, 2, -0.4268, -0.9043 
0.0779, -0.3111, 0.0779, 1, -0.2291, -0.9734 
0.1286, -0.0364, 0.1286, 1, 0.0147, -0.9999 
0.1794, 0.1831, 0.1794, 1, 0.1825, -0.9832 
0.2301, 0.3440, 0.2301, 1, 0.2661, -0.9640 
0.2808, 0.5200, 0.2808, 1, 0.3801, -0.9250 
0.3315, 0.6564, 0.3315, 1, 0.4568, -0.8896 
0.3823, 0.8326, 0.3823, 1, 0.5504, -0.8349 
0.4330, 1.0011, 0.4330, 1, 0.6271, -0.7789 
0.4837, 1.1784, 0.4837, 1, 0.7208, -0.6931 
0.5345, 1.3286, 0.5345, 2, 0.8080, -0.5892 
0.5852, 1.4457, 0.5852, 1, 0.8595, -0.5111 
0.6359, 1.5536, 0.6359, 2, 0.9074, -0.4203 
0.6866, 1.6403, 0.6866, 1, 0.9435, -0.3312 
0.7374, 1.7078, 0.7374, 1, 0.9722, -0.2342 
0.7881, 1.7742, 0.7881, 1, 0.9911, -0.1332 
0.8388, 1.8443, 0.8388, 1, 0.9999, -0.0133 
0.8895, 1.8881, 0.8895, 1, 0.9961, 0.0877 
0.9403, 1.3866, 0.9403, 2, 0.2828, 0.9592 
0.9910, 1.9451, 0.9505, 1, 0.9454, 0.3259 
