bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.9285,  NaN, 1, 0.9420, 0.3356 
-222.0000,  NaN, -0.0848, 1, -0.5765, -0.8171 
0.0272, -0.1341, 0.0272, 1, -0.1177, -0.9930 
0.0779, -0.0216, 0.0779, 1, -0.0286, -0.9996 
0.1286, 0.1534, 0.1286, 1, 0.0843, -0.9964 
0.1794, 0.3504, 0.1794, 1, 0.2129, -0.9771 
0.2301, 0.5720, 0.2301, 1, 0.3648, -0.9311 
0.2808, 0.8323, 0.2808, 2, 0.5026, -0.8645 
0.3315, 0.9613, 0.3315, 1, 0.5794, -0.8151 
0.3823, 1.0597, 0.3823, 2, 0.6361, -0.7716 
0.4330, 1.1479, 0.4330, 1, 0.6868, -0.7269 
0.4837, 1.2429, 0.4837, 1, 0.7419, -0.6705 
0.5345, 1.3542, 0.5345, 1, 0.7977, -0.6030 
0.5852, 1.4598, 0.5852, 1, 0.8491, -0.5282 
0.6359, 1.5393, 0.6359, 2, 0.8868, -0.4622 
0.6866, 1.5916, 0.6866, 2, 0.9150, -0.4034 
0.7374, 1.6331, 0.7374, 1, 0.9385, -0.3454 
0.7881, 1.6912, 0.7881, 1, 0.9656, -0.2600 
0.8388, 1.7730, 0.8388, 1, 0.9922, -0.1244 
0.8895, 1.8428, 0.8895, 1, 1.0000, 0.0075 
0.9403, 1.8809, 0.9403, 1, 0.9954, 0.0962 
0.9910, 1.9283, 0.9910, 2, 0.9477, 0.3193 
