bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 4.7971,  NaN, 1, -0.7577, -0.6526 
-222.0000,  NaN, -3.2155, 1, 0.9729, -0.2314 
-3.1899, -1.3919, -3.1899, 2, 0.9370, -0.3494 
-2.8012, 0.0433, -2.8012, 1, 0.7384, -0.6743 
-2.4125, 0.8561, -2.4125, 1, 0.6038, -0.7972 
-2.0238, 1.5151, -2.0238, 1, 0.4729, -0.8811 
-1.6351, 2.0740, -1.6351, 1, 0.3599, -0.9330 
-1.2464, 2.5567, -1.2464, 1, 0.2352, -0.9719 
-0.8577, 2.9817, -0.8577, 1, 0.1320, -0.9913 
-0.4690, 3.3588, -0.4690, 1, 0.0201, -0.9998 
-0.0803, 3.6864, -0.0803, 1, -0.0941, -0.9956 
0.3083, 3.9813, 0.3083, 1, -0.1945, -0.9809 
0.6970, 4.2341, 0.6970, 1, -0.3133, -0.9496 
1.0857, 4.4421, 1.0841, 1, -0.4178, -0.9086 
1.4744, 4.6068, 1.4743, 1, -0.5187, -0.8550 
1.8631, 4.7202, 1.8631, 2, -0.6178, -0.7863 
2.2518, 4.7809, 2.2517, 1, -0.6964, -0.7176 
2.6405, 4.7971, 2.5562, 1, -0.7577, -0.6526 
3.0292, 4.7971, 2.5562, 1, -0.7577, -0.6526 
3.4179, 4.7971, 2.5561, 1, -0.7577, -0.6526 
3.8066, 4.7971, 2.5562, 1, -0.7577, -0.6526 
4.1953, 4.7971, 2.5562, 1, -0.7577, -0.6526 
