bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.9925,  NaN, 1, 0.9399, 0.3414 
-222.0000,  NaN, -0.0334, 2, -0.7314, -0.6819 
0.0272, -0.6059, 0.0272, 1, -0.4096, -0.9123 
0.0779, -0.2355, 0.0779, 1, -0.1089, -0.9941 
0.1286, -0.0437, 0.1286, 1, 0.0470, -0.9989 
0.1794, 0.2205, 0.1794, 1, 0.1991, -0.9800 
0.2301, 0.4263, 0.2301, 2, 0.3129, -0.9498 
0.2808, 0.5970, 0.2808, 1, 0.4135, -0.9105 
0.3315, 0.7584, 0.3315, 2, 0.5141, -0.8577 
0.3823, 0.8886, 0.3823, 1, 0.5859, -0.8104 
0.4330, -0.3888, 0.4330, 2, -0.8508, 0.5254 
0.4837, 1.1539, 0.4837, 1, 0.7229, -0.6909 
0.5345, 1.2789, 0.5345, 1, 0.7952, -0.6064 
0.5852, 1.4045, 0.5852, 2, 0.8490, -0.5284 
0.6359, 1.4983, 0.6359, 1, 0.8835, -0.4684 
0.6866, 1.5908, 0.6866, 1, 0.9224, -0.3862 
0.7374, 1.7105, 0.7374, 1, 0.9639, -0.2661 
0.7881, 1.8234, 0.7881, 1, 0.9925, -0.1221 
0.8388, 1.9005, 0.8388, 1, 1.0000, 0.0043 
0.8895, 1.9483, 0.8895, 1, 0.9937, 0.1117 
0.9403, 1.9909, 0.9402, 2, 0.9571, 0.2896 
0.9910, 1.9925, 0.9578, 2, 0.9399, 0.3414 
