bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 3.6978,  NaN, 1, 0.6479, -0.7618 
-222.0000,  NaN, -0.8273, 1, 0.8414, -0.5404 
 NaN,  NaN,  NaN, NaN,  NaN,  NaN 
-0.6980, 3.6946, -0.6980, 2, 0.6782, -0.7349 
-0.5564, 3.6978, -0.6616, 2, 0.6479, -0.7618 
-0.4148, 3.6978, -0.6616, 1, 0.6479, -0.7618 
-0.2732, 3.6978, -0.6616, 2, 0.6479, -0.7618 
-0.1316, 3.6978, -0.6616, 2, 0.6479, -0.7618 
0.0100, 3.6978, -0.6616, 2, 0.6479, -0.7618 
0.1516, 3.6978, -0.6616, 2, 0.6479, -0.7618 
0.2932, 3.6978, -0.6616, 2, 0.6479, -0.7618 
0.4348, 3.6978, -0.6616, 2, 0.6479, -0.7618 
0.5764, 3.6978, -0.6616, 1, 0.6479, -0.7618 
0.7180, 3.6978, -0.6616, 2, 0.6479, -0.7618 
0.8596, 3.6978, -0.6616, 2, 0.6479, -0.7618 
1.0012, 3.6978, -0.6616, 2, 0.6479, -0.7618 
1.1428, 3.6978, -0.6616, 2, 0.6479, -0.7618 
1.2844, 3.6978, -0.6616, 2, 0.6479, -0.7618 
1.4260, 3.6978, -0.6616, 2, 0.6479, -0.7618 
1.5676, 3.6978, -0.6616, 2, 0.6479, -0.7618 
1.7092, 3.6978, -0.6616, 2, 0.6479, -0.7618 
1.8508, 3.6978, -0.6616, 2, 0.6479, -0.7618 
