bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.9402,  NaN, 1, 0.9184, 0.3957 
-222.0000,  NaN, 0.1150, 1, -0.1211, -0.9926 
 NaN,  NaN,  NaN, NaN,  NaN,  NaN 
 NaN,  NaN,  NaN, NaN,  NaN,  NaN 
0.1286, 0.0198, 0.1286, 2, 0.0079, -1.0000 
0.1794, 0.2397, 0.1794, 1, 0.1697, -0.9855 
0.2301, 0.3564, 0.2301, 1, 0.2630, -0.9648 
0.2808, 0.5359, 0.2808, 1, 0.3834, -0.9236 
0.3315, 0.8048, 0.3315, 2, 0.5876, -0.8092 
0.3823, 0.9268, 0.3823, 1, 0.6655, -0.7464 
0.4330, 1.0476, 0.4330, 1, 0.7227, -0.6912 
0.4837, 1.2481, 0.4837, 2, 0.8194, -0.5733 
0.5345, 1.4380, 0.5345, 1, 0.8987, -0.4385 
0.5852, 1.6205, 0.5852, 2, 0.9628, -0.2702 
0.6359, 1.6922, 0.6359, 1, 0.9818, -0.1899 
0.6866, 1.7618, 0.6866, 1, 0.9944, -0.1058 
0.7374, 1.8243, 0.7374, 1, 0.9999, -0.0112 
0.7881, 1.8851, 0.7881, 2, 0.9955, 0.0948 
0.8388, 1.9227, 0.8388, 2, 0.9764, 0.2161 
0.8895, 1.9402, 0.8860, 1, 0.9184, 0.3957 
0.9403, 1.9402, 0.8860, 1, 0.9184, 0.3957 
0.9910, 1.9402, 0.8860, 1, 0.9184, 0.3957 
