bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.8862,  NaN, 1, 0.9268, 0.3757 
-222.0000,  NaN, 0.0044, 2, -0.5096, -0.8604 
0.0272, -0.4220, 0.0272, 1, -0.4022, -0.9155 
0.0779, -0.1544, 0.0779, 1, -0.1339, -0.9910 
0.1286, 0.0416, 0.1286, 1, 0.0600, -0.9982 
0.1794, 0.1975, 0.1794, 1, 0.2101, -0.9777 
0.2301, 0.3196, 0.2301, 1, 0.3043, -0.9526 
0.2808, 0.4519, 0.2808, 1, 0.3974, -0.9176 
0.3315, 0.6059, 0.3315, 1, 0.5082, -0.8613 
0.3823, 0.8375, 0.3823, 1, 0.6364, -0.7714 
0.4330, 1.0297, 0.4330, 1, 0.7246, -0.6891 
0.4837, 1.2798, 0.4837, 2, 0.8452, -0.5344 
0.5345, 1.4131, 0.5345, 1, 0.8937, -0.4487 
0.5852, 1.5348, 0.5852, 2, 0.9356, -0.3531 
0.6359, 1.6017, 0.6359, 1, 0.9592, -0.2828 
0.6866, 1.6837, 0.6866, 1, 0.9833, -0.1820 
0.7374, 1.7496, 0.7374, 2, 0.9977, -0.0678 
0.7881, 1.7827, 0.7881, 1, 1.0000, 0.0001 
0.8388, 1.8139, 0.8388, 1, 0.9973, 0.0731 
0.8895, 1.8672, 0.8895, 1, 0.9728, 0.2315 
0.9403, 1.8862, 0.9108, 1, 0.9268, 0.3757 
0.9910, 1.8862, 0.9108, 2, 0.9268, 0.3757 
