bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 5.1060,  NaN, 1, -0.7661, -0.6427 
-222.0000,  NaN, -3.0415, 1, 0.9746, -0.2239 
 NaN,  NaN,  NaN, NaN,  NaN,  NaN 
-2.8012, -0.7767, -2.8012, 1, 0.8290, -0.5592 
-2.4125, 0.2266, -2.4125, 1, 0.6928, -0.7212 
-2.0238, 0.9755, -2.0238, 1, 0.5808, -0.8140 
-1.6351, 1.6321, -1.6351, 1, 0.4915, -0.8709 
-1.2464, 2.2157, -1.2464, 1, 0.3698, -0.9291 
-0.8577, 2.7118, -0.8577, 1, 0.2416, -0.9704 
-0.4690, 3.1356, -0.4690, 1, 0.1171, -0.9931 
-0.0803, 3.5153, -0.0803, 1, 0.0124, -0.9999 
0.3083, 3.8637, 0.3083, 1, -0.0840, -0.9965 
0.6970, 4.1771, 0.6970, 1, -0.1808, -0.9835 
1.0857, 4.4545, 1.0857, 1, -0.2830, -0.9591 
1.4744, 4.6866, 1.4744, 1, -0.3926, -0.9197 
1.8631, 4.8710, 1.8631, 1, -0.4858, -0.8740 
2.2518, 5.0112, 2.2518, 1, -0.5870, -0.8096 
2.6405, 5.0901, 2.6405, 1, -0.7004, -0.7137 
3.0292, 5.1060, 2.8785, 1, -0.7661, -0.6427 
3.4179, 5.1060, 2.8785, 1, -0.7661, -0.6427 
3.8066, 5.1060, 2.8785, 1, -0.7661, -0.6427 
4.1953, 5.1060, 2.8785, 1, -0.7661, -0.6427 
