bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.2398,  NaN, 1, -0.5612, 0.8277 
-222.0000,  NaN, -0.6425, 1, -0.6037, -0.7972 
-0.6133, 0.4878, -0.6133, 1, -0.7658, -0.6431 
-0.4959, 0.6999, -0.4959, 1, -0.9235, -0.3836 
-0.3785, 0.7769, -0.3785, 1, -0.9787, -0.2052 
-0.2611, 0.8604, -0.2611, 1, -0.9985, -0.0556 
-0.1436, 0.9392, -0.1436, 1, -0.9979, 0.0655 
-0.0262, 1.0079, -0.0262, 1, -0.9768, 0.2140 
0.0912, 1.0847, 0.0912, 2, -0.9436, 0.3310 
0.2086, 1.1253, 0.2086, 1, -0.9078, 0.4194 
0.3261, 1.1548, 0.3261, 1, -0.8639, 0.5037 
0.4435, 1.1879, 0.4435, 1, -0.8169, 0.5768 
0.5609, 1.2181, 0.5609, 1, -0.7629, 0.6465 
0.6783, 1.2328, 0.6782, 2, -0.7025, 0.7117 
0.7958, 1.2359, 0.7957, 1, -0.6346, 0.7729 
0.9132, 1.2398, 0.9095, 2, -0.5620, 0.8271 
1.0306, 1.2398, 0.9109, 1, -0.5612, 0.8277 
1.1481, 1.2398, 0.9109, 1, -0.5612, 0.8277 
1.2655, 1.2398, 0.9109, 2, -0.5612, 0.8277 
1.3829, 1.2398, 0.9109, 2, -0.5612, 0.8277 
1.5003, 1.2398, 0.9109, 2, -0.5612, 0.8277 
1.6178, 1.2398, 0.9109, 2, -0.5612, 0.8277 
