bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 3.9095,  NaN, 1, 0.7439, -0.6683 
-222.0000,  NaN, -0.7207, 1, 0.8932, -0.4497 
 NaN,  NaN,  NaN, NaN,  NaN,  NaN 
-0.6980, 3.8547, -0.6980, 1, 0.8477, -0.5304 
-0.5564, 3.9095, -0.6648, 1, 0.7439, -0.6683 
-0.4148, 3.9095, -0.6648, 1, 0.7439, -0.6683 
-0.2732, 3.9095, -0.6648, 2, 0.7439, -0.6683 
-0.1316, 3.9095, -0.6648, 2, 0.7439, -0.6683 
0.0100, 3.9095, -0.6648, 1, 0.7439, -0.6683 
0.1516, 3.9095, -0.6648, 2, 0.7439, -0.6683 
0.2932, 3.9095, -0.6648, 2, 0.7439, -0.6683 
0.4348, 3.9095, -0.6648, 2, 0.7439, -0.6683 
0.5764, 3.9095, -0.6648, 1, 0.7439, -0.6683 
0.7180, 3.9095, -0.6648, 2, 0.7439, -0.6683 
0.8596, 3.9095, -0.6648, 1, 0.7439, -0.6683 
1.0012, 3.9095, -0.6648, 1, 0.7439, -0.6683 
1.1428, 3.9095, -0.6648, 2, 0.7439, -0.6683 
1.2844, 3.9095, -0.6648, 2, 0.7439, -0.6683 
1.4260, 3.9095, -0.6648, 2, 0.7439, -0.6683 
1.5676, 3.9095, -0.6648, 2, 0.7439, -0.6683 
1.7092, 3.9095, -0.6648, 2, 0.7439, -0.6683 
1.8508, 3.9095, -0.6648, 2, 0.7439, -0.6683 
