bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.7743,  NaN, 1, -0.8831, 0.4692 
-222.0000,  NaN, -2.8737, 1, 0.3704, 0.9289 
-2.8543, 0.6049, -2.8543, 1, 0.2944, 0.9557 
-2.5020, 1.0483, -2.5020, 1, -0.0586, 0.9983 
-2.1497, 1.2453, -2.1497, 1, -0.2186, 0.9758 
-1.7975, 1.4008, -1.7975, 2, -0.3640, 0.9314 
-1.4452, 1.4884, -1.4452, 1, -0.4720, 0.8816 
-1.0930, 1.5695, -1.0930, 1, -0.5857, 0.8105 
-0.7407, 1.6643, -0.7407, 2, -0.6994, 0.7147 
-0.3885, 1.7328, -0.3885, 1, -0.7726, 0.6349 
-0.0362, 1.7675, -0.0364, 0, -0.8430, 0.5379 
0.3160, 1.7743, 0.2240, 1, -0.8831, 0.4692 
0.6683, 1.7743, 0.2240, 2, -0.8831, 0.4692 
1.0205, 1.7743, 0.2240, 1, -0.8831, 0.4692 
1.3728, 1.7743, 0.2240, 2, -0.8831, 0.4692 
1.7250, 1.7743, 0.2240, 1, -0.8831, 0.4692 
2.0773, 1.7743, 0.2240, 1, -0.8831, 0.4692 
2.4295, 1.7743, 0.2240, 1, -0.8831, 0.4692 
2.7818, 1.7743, 0.2240, 2, -0.8831, 0.4692 
3.1340, 1.7743, 0.2240, 2, -0.8831, 0.4692 
3.4863, 1.7743, 0.2240, 1, -0.8831, 0.4692 
3.8385, 1.7743, 0.2240, 2, -0.8831, 0.4692 
