bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 2.0508,  NaN, 1, 0.9509, 0.3094 
-222.0000,  NaN, 0.0172, 1, -0.5155, -0.8569 
0.0272, -0.3002, 0.0272, 1, -0.3301, -0.9439 
0.0779, 0.1700, 0.0779, 1, 0.0090, -1.0000 
0.1286, 0.3358, 0.1286, 1, 0.1328, -0.9911 
0.1794, 0.4919, 0.1794, 1, 0.2432, -0.9700 
0.2301, 0.7183, 0.2301, 2, 0.3864, -0.9223 
0.2808, 0.8548, 0.2808, 1, 0.4659, -0.8848 
0.3315, 0.9837, 0.3315, 2, 0.5455, -0.8381 
0.3823, 1.0925, 0.3823, 1, 0.6138, -0.7895 
0.4330, 1.1989, 0.4330, 1, 0.6808, -0.7325 
0.4837, 1.3084, 0.4837, 1, 0.7505, -0.6608 
0.5345, 1.4168, 0.5345, 1, 0.8081, -0.5890 
0.5852, 1.5133, 0.5852, 1, 0.8583, -0.5131 
0.6359, 1.5982, 0.6359, 1, 0.9006, -0.4347 
0.6866, 1.6785, 0.6866, 1, 0.9343, -0.3566 
0.7374, 1.7794, 0.7373, 1, 0.9625, -0.2713 
0.7881, 1.9253, 0.7881, 1, 0.9964, -0.0852 
0.8388, 2.0116, 0.8388, 2, 0.9970, 0.0779 
0.8895, 2.0474, 0.8895, 1, 0.9669, 0.2552 
0.9403, 2.0508, 0.8999, 1, 0.9509, 0.3094 
0.9910, 0.8966, 0.9910, 2, -0.0113, 0.9999 
