bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.7543,  NaN, 1, -0.8506, 0.5258 
-222.0000,  NaN, -2.8260, 1, 0.4083, 0.9129 
 NaN,  NaN,  NaN, NaN,  NaN,  NaN 
-2.5020, 1.1994, -2.5020, 2, -0.0488, 0.9988 
-2.1497, 1.4031, -2.1498, 2, -0.2630, 0.9648 
-1.7975, 1.5136, -1.7975, 2, -0.3969, 0.9179 
-1.4452, 1.5681, -1.4453, 1, -0.4877, 0.8730 
-1.0930, 1.5847, -1.0930, 1, -0.5923, 0.8057 
-0.7407, 1.6488, -0.7407, 1, -0.6986, 0.7156 
-0.3885, 1.7245, -0.3885, 2, -0.7790, 0.6271 
-0.0362, 1.7532, -0.0414, 2, -0.8406, 0.5417 
0.3160, 1.7543, 0.0240, 1, -0.8506, 0.5258 
0.6683, 1.7543, 0.0240, 1, -0.8506, 0.5258 
1.0205, 1.7543, 0.0240, 1, -0.8506, 0.5258 
1.3728, 1.7543, 0.0240, 2, -0.8506, 0.5258 
1.7250, 1.7543, 0.0240, 1, -0.8506, 0.5258 
2.0773, 1.7543, 0.0240, 2, -0.8506, 0.5258 
2.4295, 1.7543, 0.0240, 2, -0.8506, 0.5258 
2.7818, 1.7543, 0.0240, 1, -0.8506, 0.5258 
3.1340, 1.7543, 0.0240, 2, -0.8506, 0.5258 
3.4863, 1.7543, 0.0240, 1, -0.8506, 0.5258 
3.8385, 1.7543, 0.0240, 1, -0.8506, 0.5258 
