bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.9758,  NaN, 1, 0.9651, 0.2617 
-222.0000,  NaN, -0.0263, 2, -0.4317, -0.9020 
0.0272, 0.0017, 0.0272, 1, -0.1806, -0.9836 
0.0779, 0.2568, 0.0779, 1, 0.0411, -0.9992 
0.1286, 0.4029, 0.1286, 2, 0.1371, -0.9906 
0.1794, 0.5174, 0.1794, 1, 0.2059, -0.9786 
0.2301, 0.6562, 0.2301, 1, 0.3013, -0.9535 
0.2808, 0.8838, 0.2808, 2, 0.4782, -0.8782 
0.3315, 1.0437, 0.3315, 1, 0.6029, -0.7978 
0.3823, 1.1673, 0.3823, 2, 0.6759, -0.7370 
0.4330, 1.2441, 0.4330, 1, 0.7204, -0.6936 
0.4837, 1.3159, 0.4837, 1, 0.7642, -0.6450 
0.5345, 1.3890, 0.5345, 1, 0.8136, -0.5815 
0.5852, 1.4629, 0.5852, 1, 0.8518, -0.5238 
0.6359, 1.5453, 0.6359, 1, 0.8859, -0.4639 
0.6866, 1.6505, 0.6866, 1, 0.9248, -0.3803 
0.7374, 1.7702, 0.7374, 1, 0.9726, -0.2327 
0.7881, 1.8593, 0.7881, 2, 0.9929, -0.1189 
0.8388, 1.9033, 0.8388, 1, 0.9996, -0.0294 
0.8895, 1.9397, 0.8895, 1, 0.9961, 0.0886 
0.9403, 1.9749, 0.9403, 2, 0.9714, 0.2375 
0.9910, 1.9758, 0.9502, 1, 0.9651, 0.2617 
